state,unmatched_registration_number,closest_template_match
Rajasthan,RAJ/P/2024/3238,RAJ/P/2024/3420 (07/12/2024)
Rajasthan,RAJ/P/2024/3261,RAJ/P/2024/3420 (07/12/2024)
Rajasthan,RAJ/P/2024/3277,RAJ/P/2024/3420 (07/12/2024)
Rajasthan,RAJ/P/2024/3322,RAJ/P/2024/3420 (07/12/2024)
Rajasthan,RAJ/P/2024/3341,RAJ/P/2024/3420 (07/12/2024)
Rajasthan,RAJ/P/2024/3353,RAJ/P/2024/3420 (07/12/2024)
Rajasthan,RAJ/P/2024/3420,RAJ/P/2024/3420 (07/12/2024)
Rajasthan,RAJ/P/2024/3427,RAJ/P/2024/3420 (07/12/2024)
Rajasthan,RAJ/P/2025/3468,RAJ/P/2024/3420 (07/12/2024)
Haryana,RC/REP/HARERA/313OF2017,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/2018/05,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/2018/06,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/2018/10,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/2018/18 dated 15.06.2021,GGM/470/202/2021/38 DATED 27.07.2021
Haryana,RC/REP/HARERA/GGM/270 of 20l7/7(3)/40/2023/17,GGM/470/202/2021/38 DATED 27.07.2021
Haryana,RC/REP/HARERA/GGM/307/39/2019/01,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/317/49/2019/11,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/320/52/2019/14,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/329/61/2019/23,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/335/67/2019/29,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/336/68/2019/30,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/345/77/2019/39,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/346/78/2019/40,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/352/84/2019/46,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/358/90/2019/52,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/36/2018,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/487/219/2021/55,HRERA-PKL-PKL-339-2022
Haryana,RC/REP/HARERA/GGM/733/465/2023/77,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/772/504/2023/116,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/869/601/2024/96,HRERA-PKL-PKL-339-2022
Haryana,RC/REP/HARERA/GGM/885/617/2024/112,HRERA-PKL-PKL-339-2022
Haryana,RC/REP/HARERA/GGM/901/633/2025/04,HRERA-PKL-PKL-339-2022
Haryana,RC/REP/HRERA/GGM/850/582/2024/77,HRERA-PKL-PKL-339-2022
Haryana,RC/REP/YHARERA/GGM/585/317/2022/150DATED29.08.2022,GGM/470/202/2021/38 DATED 27.07.2021
Assam,RERAA DU 32 of 2024-25,RERAA KM 123 of 2021
Assam,RERAA JO 36 OF 2023-2024,RERAA KM 23 OF 2023-2024
Assam,RERAA KM 42 A OF 2021-22,RERAA KM 23 OF 2023-2024
Assam,RERAA KM 43 A OF 2021-22,RERAA KM 23 OF 2023-2024
Assam,RERAAJO18OF2022-2023,RERAA KM 23 OF 2023-2024
Assam,RERAAKM 14 OF 2021,RERAA KM 123 of 2021
Assam,RERAAKM 33 OF 2021,RERAA KM 123 of 2021
Assam,RERAAKM 40 OF 2021,RERAA KM 123 of 2021
Assam,RERAAKM 42 OF 2021,RERAA KM 123 of 2021
Assam,RERAAKM 43 OF 2021,RERAA KM 123 of 2021
Assam,RERAAKM165OF2021,RERAA KM 123 of 2021
Bihar,RERAP04082021160002-2,BRERAP181728050325150929E00
Tamil Nadu,TN / 01 / Building / 0095 / 2018,TN/01/Building/0010/2021
Tamil Nadu,TN / 01 /Layout/0188/2024,TN/01/Layout/2693/2023
Tamil Nadu,TN/01/ Building/ 0245/2022,TN/01/Building/0010/2021
Tamil Nadu,TN/01/ Building/ 0246/2022,TN/01/Building/0010/2021
Tamil Nadu,TN/01/Building/0497/2022 dated 05/12/2022,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/02/Building/0065/2022 dated 22/02/2022,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/02/Building/0086/2023 dated 20/02/2023,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/02/Building/0467/2020 dated 18/12/2020,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/02/Layout/4178/2022dated26/05/2022,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/1/Regularisation-Layout/0848/2023,TN/01/Layout/2693/2023
Tamil Nadu,TN/1/Regularisation-Layout/0859/2023,TN/01/Layout/2693/2023
Tamil Nadu,TN/11/Building/0090/2021 dated 29/03/2021,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/11/Building/0129/2022dated22/04/2022,TN/01/Building/0010/2021
Tamil Nadu,TN/16/Building/0094/2022dated30/03/2022,TN/01/Building/0010/2021
Tamil Nadu,TN/16/Building/0104/2021 dated 05/04/2021,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/2/Regularisation-Layout/0934/2023,TN/01/Layout/2693/2023
Tamil Nadu,TN/20/Building/0294/2023 dated 05/07/2023,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/20/Building/414/2023 dated 06/10/2023,TN/01/Building/0010/2021
Tamil Nadu,TN/20/Regularisation-Layout/0944/2024,TN/01/Layout/2693/2023
Tamil Nadu,TN/20/Regularisation-Layout/1055/2022 dated 08/03/2022,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/29/Building/0008/2023 dated 04/01/2023,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/29/Building/0009/2023 dated 04/01/2023,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/29/Building/0010/2023 dated 04/01/2023,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/29/Building/0038/2022 dated 28/01/2022,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/29/Building/0154/2020 dated 20/03/2020,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/29/Building/0175/2022dated20/05/2022,TN/01/Building/0010/2021
Tamil Nadu,TN/29/Building/0341/2021 dated 01/10/2021,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/29/Building/318/2021 dated 21/09/2021,TN/01/Layout/0322/2021 dated 09/09/2021
Karnataka,TN/30/Layout/2758/2024,PRM/KA/RERA/1248/444/PR/210319/004043
Tamil Nadu,TN/35/Building/0053/2024 dated 13/02/2024,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/35/Building/0435/2023 dated 19/10/2023,TN/01/Layout/0322/2021 dated 09/09/2021
Tamil Nadu,TN/35/Regularisation-Layout/0224/2024,TN/01/Layout/2693/2023
Tamil Nadu,TN/35/Regularisation-Layout/0225/2024,TN/01/Layout/2693/2023
Tamil Nadu,TN/35/Regularisation-Layout/0226/2024,TN/01/Layout/2693/2023
Tamil Nadu,TN/35/Regularisation-Layout/0227/2024,TN/01/Layout/2693/2023
Tamil Nadu,TN/35/Regularisation-Layout/0228/2024,TN/01/Layout/2693/2023
Tamil Nadu,TN/35/Regularisation-Layout/0229/2024,TN/01/Layout/2693/2023
Tamil Nadu,TN/35/Regularisation-Layout/0230/2024,TN/01/Building/0010/2021
Karnataka,TOR/PRM/KA/RERA/1250/301/PR/221116/001916,PRM/KA/RERA/1248/444/PR/210319/004043
Karnataka,TOR/PRM/KA/RERA/1251/309/PR/221116/000068,PRM/KA/RERA/1248/444/PR/210319/004043
Karnataka,TOR/PRM/KA/RERA/1251/310/PR/230120/001682,PRM/KA/RERA/1248/444/PR/210319/004043
Karnataka,TOR/PRM/KA/RERA/1251/446/PR/230419/001674,PRM/KA/RERA/1248/444/PR/210319/004043
West Bengal,WBRERA/P/BAN/2024/002064,WBRERA/P/HOO/2024/001032
West Bengal,WBRERA/P/JAL/2023/000230,WBRERA/P/KOL/2023/000124
West Bengal,WBRERA/P/JAL/2023/000325,WBRERA/P/KOL/2023/000124
West Bengal,WBRERA/P/MAL/2024/002105,WBRERA/P/KOL/2023/000124
West Bengal,WBRERA/P/PAS/2024/001357,WBRERA/P/HOO/2024/001032
West Bengal,WBRERA/P/PAS/2024/002109,WBRERA/P/HOO/2024/001032
West Bengal,WBRERA/P/PUR/2023/000157,WBRERA/P/NOR/2023/000753
Gujarat,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA06829/040320,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Rajasthan,RAJ/P/2021/1430,RAJ/P/2024/3420 (07/12/2024)
Haryana,08 OF 2018,HRERA-PKL-FBD-76-2018
Haryana,148 OF 2017,HRERA-PKL-FBD-76-2018
Haryana,275 OF 2017,HRERA-PKL-FBD-76-2018
Haryana,GGM/401/133/2020/17,HRERA-PKL-FBD-76-2018
Haryana,GGM/413/145/2020/29,HRERA-PKL-FBD-76-2018
Haryana,GGM/478/210/2021/46DATED27.07.2021,GGM/470/202/2021/38 DATED 27.07.2021
Haryana,GGM/588/320/2022/63,HRERA-PKL-FBD-76-2018
Haryana,GGM/716/448/2023/60,HRERA-PKL-FBD-76-2018
West Bengal,HIRA/P/SOU/2020/000874,HIRA/P/NOR/2020/000940
Haryana,HRERA-55OF2017,HRERA-PKL-FBD-76-2018
Haryana,HRERA-PKL-RWR-207-2020,HRERA-PKL-PKL-339-2022
Gujarat,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA09476/151221,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA08159/090321,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA02798/A1R/110219,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA06438/091219,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09500/181221,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA01279/100118,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA00388/091017
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07345/EX1/020424/300624,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/SURAT/CHORASI/SUDA/RAA00246/250917,PR/GJ/SURAT/CHORASI/SUDA/RAA06320/A2R/060523
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/MAA10114/290422,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA05581/EX1/020724/301124,PR/GJ/VADODARA/VADODARA/Others/MAA10902/A1M/160324/311228
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA09624/311221,PR/GJ/VADODARA/VADODARA/Others/MAA10902/A1M/160324/311228
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA08993/070921,PR/GJ/VADODARA/VADODARA/Others/MAA10902/A1M/160324/311228
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA09922/190322,PR/GJ/VADODARA/VADODARA/Others/MAA10902/A1M/160324/311228
Rajasthan,RAJ/P/2017/054,RAJ/P/2024/3420 (07/12/2024)
Rajasthan,RAJ/P/2017/163,RAJ/P/2024/3420 (07/12/2024)
Rajasthan,RAJ/P/2020/1407,RAJ/P/2024/3420 (07/12/2024)
Haryana,RC/REP/HARERA/GGM/2018/04,HRERA-PKL-FBD-76-2018
Haryana,RC/REP/HARERA/GGM/349/81/2019/43,HRERA-PKL-FBD-76-2018
Karnataka,RM/KA/RERA/1251/309/PR/290822/005198,PRM/KA/RERA/1248/444/PR/210319/004043
Tamil Nadu,TN/29/Building/0155/2022dated10/05/2022,TN/01/Building/0010/2021
Tamil Nadu,TN/35/Regularisation-Layout/0223/2024,TN/01/Layout/2693/2023
Karnataka,TOR/PRM/KA/RERA/1251/309/PR/211028/002104,PRM/KA/RERA/1248/444/PR/210319/004043
