Updated Projectid,Registration Number,Builder Name,Project Category,Project Name,State,District,Project Registration Date,Declared Date Of Completion,Tehsil,Total area in round figure (Sq.mt.),Latitude,Longtitude,Architect Name
#N/A,UPRERAPRJ228610,KAMROOP PROMOTERS LLP,Commercial,SKA ARCADIA,Uttar Pradesh,Ghaziabad,20-12-2022,30-10-2027,Ghaziabad,7861,28.65497,77.488,KAILASH  AGGRAWAL
#N/A,UPRERAPRJ6539,SAMIAH INTERNTIONAL BUILDERS LIMITED,Residential,SAMIAH MELROSE SQUARE,Uttar Pradesh,Lucknow,31-07-2017,27-07-2020,Lucknow,7440,26.7780014,80.95335022,ARG Technocrats
#N/A,UPRERAPRJ2527,UPPAL CHADHA HI-TECH DEVELOPERS PVT. LTD.,Residential,SECTOR-5-EWS/LIG,Uttar Pradesh,Ghaziabad,28-07-2017,31-08-2018,Ghaziabad,18872,28.64982,77.51002,Niraj Kumar nanda
#N/A,UPRERAPRJ952438,"SPRING GARDEN
ISHTIYAQ AHMAD KHAN",Residential,NEW GARDEN,Uttar Pradesh,Lucknow,26-07-2023,31-12-2025,Lucknow,10131.12,26.53,81.427,Mr. Deepankar Sharma
#N/A,UPRERAPRJ11664,SRISHTI INFRASTATES PRIVATE LIMITED,Residential,SRISHTI APPARTMENT,Uttar Pradesh,Varanasi,15-08-2017,24-12-2018,Varanasi,878,25.358235,82.986443,KISHOR KAPOOR
#N/A,UPRERAPRJ11286,NIRMALA INFRADEVELOPERS LIMITED,Commercial,GOMTI GANJ,Uttar Pradesh,Lucknow,14-08-2017,30-04-2020,Sarojini Nagar,7000,26.77818,81.02834,REPL
#N/A,UPRERAPRJ8845,PANCHSHEEL BUILDTECH PVT. LTD.,Residential,PANCHSHEEL PINNACLE PHASE - 1 (TOWER - F2 & F3) PA,Uttar Pradesh,Gautam Buddha Nagar,11/8/2017,31-08-2019,Gautam Buddha Nagar,8393,"28,40,38","77,29,11",-
R268773,UPRERAPRJ7561,RISE PROJECTS PVT LTD,Residential,RISE RESORT RESIDENCES PHASE-I,Uttar Pradesh,Gautam Buddha Nagar,11/8/2017,31-07-2022,Gautam Buddha Nagar,152000,28.58003666,77.42970473,Rachit Sharma
R864,UPRERAPRJ9689,"IITL-NIMBUS THE HYDE PARK,NOIDA",Residential,"IITL-NIMBUS THE HYDE PARK (TOWER S,T,U)",Uttar Pradesh,Gautam Buddha Nagar,11/8/2017,31-12-2018,Gautam Buddha Nagar,9474,28.56406,77.388595,M/S. NATIONAL ARCHITECTS & ENGINEERS
#N/A,UPRERAPRJ10794,QUALITY DEVELOPERS,Commercial,P D CITY MALL,Uttar Pradesh,Kushinagar,14-08-2017,23-03-2023,Select,4011,83'58'43.4'E,26'53'40.8'N,ACORE ARCHITECTURAL SERVICES PRIVATE LIMITED
#N/A,UPRERAPRJ9384,YAMUNA EXPRESSWAY INDUSTRIAL DEVLOPMENT AUTHORITY,Residential,"GH-06, SEC-22A, YEIDA, PHASE 1 (YAMUNOTRI)",Uttar Pradesh,Gautam Buddha Nagar,11/8/2017,31-03-2021,Gautam Buddha Nagar,105659,28.32226379,77.53962159,GYANESHWAR PRASAD
#N/A,UPRERAPRJ923780,STELLAR SPRING PROJECTS PRIVATE LIMITED,Residential,STELLAR ONE PHASE II,Uttar Pradesh,Gautam Buddha Nagar,30-12-2023,15-11-2028,Dadri,21888,28.57784,77.43519,SAMEER BALGOTRA
R3506,UPRERAPRJ10833,PERFECT PROPBUILD PVT LTD (ANTRIKSH GROUP),Residential,ANTRIKSH KANBALL 3G & FOREST(1),Uttar Pradesh,Gautam Buddha Nagar,14-08-2017,29-01-2019,Gautam Buddha Nagar,35995,28.5695,77.3888,pankaj nath andely
#N/A,UPRERAPRJ7405,R. R. DWELLINGS PVT LTD,Residential,CELEBRITY GARDENS BLOCK M,Uttar Pradesh,Lucknow,31-07-2017,20-07-2015,Lucknow,3886,26.769006 N,26.770065 N,Viresh Kumar
#N/A,UPRERAPRJ397607,STARCITY BUILDERS AND PROMOTERS LLP,Commercial,ACE YXP,Uttar Pradesh,Gautam Buddha Nagar,17-01-2024,31-03-2027,Gautam Buddha Nagar,16004.32,28.3166194,77.55030556,Ravi Garg -ACPL Design Ltd 
#N/A,UPRERAPRJ892259,WALL ROCK DEVELOPERS LLP,Commercial,YAMUNA CITY MALL,Uttar Pradesh,Gautam Buddha Nagar,30-11-2022,22-09-2027,Gautam Buddha Nagar,5000,28.30573,77.55893,Kailash Chander Aggarwal 
#N/A,Commercial,NOIDA CYBER HUB,Uttar Pradesh,Gautam Buddha Nagar,5/12/2022,31-05-2025,Gautam Buddha Nagar,2142,28.36484,77.22027,Kapil Razdan,,
#N/A,Residential,ATS LE GRANDIOSE -PHASE-I,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-12-2022,Gautam Buddha Nagar,53908,28.425123,77.487052,AR.GAURAV SOOD,,
#N/A,Residential,GODREJ NEST PHASE-2,Uttar Pradesh,Gautam Buddha Nagar,3/11/2017,30-09-2024,Gautam Buddha Nagar,9503,28.420189,77.493981,Arcop Associates. Pvt. Ltd.,,
#N/A,Residential,GODREJ NURTURE PHASE-1,Uttar Pradesh,Gautam Buddha Nagar,30-10-2018,29-03-2025,Gautam Buddha Nagar,26380,28.420189,77.493981,Arcop Associates. Pvt. Ltd.,,
#N/A,Commercial,THE JEWEL OF NOIDA (PHASE IV) - AVENUES AT BURJ NOIDA,Uttar Pradesh,Gautam Buddha Nagar,2/2/2019,4/11/2028,Gautam Buddha Nagar,698,28.575438,77.381541,DESIGNARCH CONSULTANTS PVT. LTD.,,
#N/A,Mixed,SPRING ELMAS,Uttar Pradesh,Gautam Buddha Nagar,17-12-2022,15-12-2029,Dadri,20000,28.561903,77.483416,VIPIN KUMAR,,
#N/A,Residential,ACE PARKWAY,Uttar Pradesh,Gautam Buddha Nagar,9/8/2017,31-12-2021,Gautam Buddha Nagar,45604,28.43213438,77.48222609,Raj Kumar ,,
#N/A,Mixed,GODREJ WOODS PHASE II,Uttar Pradesh,Gautam Buddha Nagar,20-05-2021,28-01-2027,Gautam Buddha Nagar,20602,71.210076,28.332727,Ar. Abhishek Verma,,
#N/A,Residential,AANANDA NEW TOWER,Uttar Pradesh,Prayagraj,11/10/2024,15-04-2029,Karchhana,7237,25.38907,81.890277,Apurba Borah,,
#N/A,Residential,CELESTIA,Uttar Pradesh,Lucknow,16-09-2019,31-07-2024,Lucknow,2077,26.835191,80.926748,Ar. Chitranshu Khare - Point Architects Pvt Ltd,,
#N/A,Residential,PUSHPANJALI PLANET (PUSHPANJALI HABITAT),Uttar Pradesh,Agra,7/10/2017,31-12-2021,Agra,34064,27.152812,78.034101,Theme Consultants,,
#N/A,Residential,ELDECO LIVE BY THE GREENS PHASE-II,Uttar Pradesh,Gautam Buddha Nagar,30-06-2021,31-12-2026,Gautam Buddha Nagar,15572,28.41828002,77.48763798,Mr. Kulmeet Shangari,,
#N/A,Residential,APPLE RESIDENCY,Uttar Pradesh,Kanpur Nagar,29-09-2017,24-12-2020,Kanpur,4896,26 31'21.23' N,80 15'31.10' E,Uma Shanker,,
#N/A,Residential,SECTOR-5-EWS/LIG,Uttar Pradesh,Ghaziabad,28-07-2017,31-08-2018,Ghaziabad,18872,28.64982,77.51002,Niraj Kumar nanda,,
#N/A,Residential,UCHDPL-SECTOR-1-OAK WOOD ENCLAVE- PLOTS,Uttar Pradesh,Ghaziabad,24-08-2020,30-06-2021,Ghaziabad,99041,28.6608,77.4954,Niraj Kumar Nanda,,
#N/A,Mixed,GODREJ TROPICAL ISLE,Uttar Pradesh,Gautam Buddha Nagar,22-07-2023,28-02-2030,Gautam Buddha Nagar,25000,28.470636,77.452858,Ar. Avanish Srivastav,,
#N/A,Residential,PALM OLYMPIA PH 2,Uttar Pradesh,Gautam Buddha Nagar,22-07-2023,30-04-2028,Gautam Buddha Nagar,33050,28.3659,77.2511,Mr. Vishal Sharma,,
#N/A,Residential,HARI ENCLAVE,Uttar Pradesh,Varanasi,11/10/2017,21-02-2021,Varanasi,5321,25.24888,82.978723,G.S. SHUKLA,,
#N/A,Residential,SKA DESTINY ONE,Uttar Pradesh,Gautam Buddha Nagar,8/4/2024,20-01-2029,Gautam Buddha Nagar,23655,28.49698,77.52111,BRIJ INDIA ARCHITECTS,,
#N/A,Residential,BHADAWAR ROYAL RESIDENCY,Uttar Pradesh,Agra,15-08-2017,14-07-2021,Agra,2965,27.206633,77.998336,ANVAYA ASSOCIATES ,,
#N/A,Residential,SHALIMAR PARADISE PHASE-1,Uttar Pradesh,Barabanki,12/8/2017,30-12-2018,Nawabganj,48254,26.899636,81.10873,JSR Architecture Interioors,,
#N/A,Residential,SHALIMAR GALLANT WEST,Uttar Pradesh,Lucknow,19-07-2022,20-10-2026,Lucknow,8162,26.884066,80.9555256,Mr. Nikhil Arora (M/s. Arcop Associates),,
#N/A,Residential,SHERE SHALIMAR MANNAT EXTENSION-2,Uttar Pradesh,Barabanki,20-02-2020,9/2/2024,Nawabganj,6585,26.902343,81.101617,JSR Architects,,
#N/A,Residential,REVISED GROUP HOUSING-SHALIMAR GALLANT PHASE-2,Uttar Pradesh,Lucknow,28-07-2017,30-06-2019,Lucknow,5850,26.885104,80.955318,Arcop Associates (P) Ltd.,,
#N/A,Residential,WINDSOR GREENS PHASE-2,Uttar Pradesh,Lucknow,31-08-2019,30-06-2024,Lucknow,7464,26.896708,81.072256,Ar. Vishal Mittal,,
#N/A,Residential,ANTRIKSH KANBALL 3G & FOREST(1),Uttar Pradesh,Gautam Buddha Nagar,14-08-2017,29-01-2019,Gautam Buddha Nagar,35995,28.5695,77.3888,pankaj nath andely,,
#N/A,Residential,PASSION ROYAL COTTAGE,Uttar Pradesh,Kanpur Nagar,1/8/2022,24-03-2027,Kanpur,37738,26.546558,80.257677,RAJIV BAJPAI,,
#N/A,Residential,AIG ROYAL ( PHASE-2),Uttar Pradesh,Gautam Buddha Nagar,3/2/2020,20-06-2023,Gautam Buddha Nagar,2850,28.55555304,77.44359779,Chander Mohan,,
#N/A,Residential,RATAN ORBIT (PHASE-II),Uttar Pradesh,Kanpur Nagar,13-08-2017,31-12-2018,Kanpur,5117,26.511365,80.267261,RITESH R KAKKAR,,
#N/A,Residential,VASUDEV ELEMENTS (PHASE-1),Uttar Pradesh,Mathura,28-09-2021,15-07-2026,Mathura,62004,27.579073,77.648813,Amit Agarwal,,
#N/A,Commercial,PRATEEK GRAND CITY WALK (CARNESIA),Uttar Pradesh,Ghaziabad,27-10-2017,31-12-2020,Ghaziabad,2627,28.648039,77.403241,DEEPAK MEHTA & ASSOCIATES AND DESIGN CONCEPT BY ARCHITECT HAFEEZ CONTRACTOR,,
#N/A,Residential,UCHDPL-VERIDIA-3-OAKWOOD ENCLAVE,Uttar Pradesh,Ghaziabad,15-05-2022,14-10-2025,Ghaziabad,11749,28.6603,77.4962,Niraj Kumar Nanda ,,
#N/A,Residential,"SUNWORLD ARISTA (PH-2 T-5,7,8,9), CLUB",Uttar Pradesh,Gautam Buddha Nagar,15-08-2017,31-12-2021,Gautam Buddha Nagar,10957,282936.63,772422.34,R.N. Gupta & Associates,,
#N/A,Residential,PANCHSHEEL PINNACLE PHASE - 1 (TOWER - F2 & F3) PA,Uttar Pradesh,Gautam Buddha Nagar,11/8/2017,31-08-2019,Gautam Buddha Nagar,8393,"28,40,38","77,29,11",-,,
#N/A,Residential,EXPERION ELEMENTS PHASE-1,Uttar Pradesh,Gautam Buddha Nagar,4/4/2024,4/1/2029,Gautam Buddha Nagar,10329,28.55098,77.34577,Cyrus Homi Shroff,,
#N/A,Residential,GULSHAN DYNASTY,Uttar Pradesh,Gautam Buddha Nagar,19-11-2019,30-11-2024,Gautam Buddha Nagar,23504,282950.06,772618.03,VISHAL SHARMA,,
#N/A,Residential,IITL-NIMBUS THE HYDE PARK NOIDA (COMMERCIAL -HYDE,Uttar Pradesh,Gautam Buddha Nagar,14-08-2017,31-03-2018,Gautam Buddha Nagar,600,28.56406,77.388595,M/S. NATIONAL ARCHITECTS & ENGINEERS,,
#N/A,Commercial,PREMERIA,Uttar Pradesh,Gautam Buddha Nagar,4/8/2017,31-12-2018,Gautam Buddha Nagar,11850,"28.558775, 77.469803","28.555062, 77.4470275",ACPL Design Ltd,,
#N/A,Residential,KUMAR GOLF VISTA,Uttar Pradesh,Ghaziabad,9/8/2017,-,Ghaziabad,2850,77.436537,28.624784,-,,
#N/A,Residential,"RUDRA GARDEN CITY, PHASE - 1
(Completed)",Uttar Pradesh,Chandauli,1/8/2017,7/2/2021,Select,5172,25.257928,83.137685,RAJIV BAJPAI,,
#N/A,Residential,THE ARANYA PHASE 2,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,30-04-2018,Gautam Buddha Nagar,15900,28 35'23.90' N,77 24'08.59' E,,,
#N/A,Residential,RAJ GARDEN CITY,Uttar Pradesh,Ghaziabad,8/8/2017,31-12-2018,Ghaziabad,14765,28.705265,77.432768,DHAMA AND ASSOCIATES,,
#N/A,Residential,ROYAL HEIGHT,Uttar Pradesh,Ghaziabad,5/10/2017,20-12-2017,Ghaziabad,380,28.636,28.636,NITA SINGH RAGHAV,,
#N/A,Residential,SHRI MAHADEV VILLA,Uttar Pradesh,Varanasi,15-08-2017,31-12-2021,Varanasi,638,25.3,82.98,SANJEEV KUMAR GUPTA,,
#N/A,Residential,SHREE KRISHNA TOWERS,Uttar Pradesh,Sambhal,27-12-2022,30-05-2026,Chandausi,4000,28.26208,78.42261,RITIKA VARSHNEY,,
#N/A,Residential,HIMALAYA PRIDE (PHASE 2 : TOWER C),Uttar Pradesh,Gautam Buddha Nagar,9/8/2017,31-12-2019,Gautam Buddha Nagar,8000,28'35'49.85'' N,77'27'09.20'' E,AR VISHAL MITTAL,,
#N/A,Residential,MIHIR HEIGHTS,Uttar Pradesh,Meerut,14-08-2017,31-10-2019,Meerut,2900,28.9702,77.64928,AMIT GUPTA,,
#N/A,Residential,LOTUS COURT PHASE II TOWER 5,Uttar Pradesh,Lucknow,30-06-2023,15-01-2028,Lucknow,4850,26.8838621,81.05463027,Ar. Rajit Arya,,
#N/A,Commercial,DELTA CITY CENTRE,Uttar Pradesh,Gautam Buddha Nagar,13-08-2017,9/10/2019,Gautam Buddha Nagar,1400,28.483522,77.525833,KHURSHEED AHMED MALIK,,
#N/A,Residential,RISE ORGANIC HOMES PHASE 2,Uttar Pradesh,Ghaziabad,1/8/2017,30-09-2022,Ghaziabad,3284,28.65339531,77.47395327,RACHIT SHARMA,,
#N/A,Commercial,GATEWAY PLAZA,Uttar Pradesh,Gautam Buddha Nagar,24-03-2021,3/4/2024,Gautam Buddha Nagar,6136,28.47006591,77.53557,Mukul Arora,,
#N/A,Residential,ATS PRISTINE-PHASE-II,Uttar Pradesh,Gautam Buddha Nagar,1/8/2017,31-12-2021,Gautam Buddha Nagar,17967,28.438778,77.483737,VARUN JUNEJA,,
#N/A,Residential,"GH-4 (RESIDENCY-II) PHASE-1,OMAXE INTEGRATED TOWNS",Uttar Pradesh,Lucknow,27-07-2017,31-12-2021,Lucknow,48592,26.810761,80.995723,PRAKASH KUMAR,,
#N/A,Residential,RATAN SOLITAIRE,Uttar Pradesh,Kanpur Nagar,4/8/2017,30-06-2018,Kanpur,6535,26.404223,80.38312,PAWAN.K.SAWLANI,,
#N/A,Commercial,"SPORTS VILLAGE (PHASE-III, COMMERCIAL)",Uttar Pradesh,Gautam Buddha Nagar,29-05-2019,31-12-2022,Gautam Buddha Nagar,5200,28.541599,77.493916,Nirbhay Shukla Comprehensive Architect,,
#N/A,Residential,LOTUS ISLE (RESIDENTIAL),Uttar Pradesh,Gautam Buddha Nagar,11/8/2017,31-03-2021,Gautam Buddha Nagar,10240,28'31'58.69'N,77'21'41.79'E,Kulmeet Shangari,,
#N/A,Residential,JKG PALM COURT PHASE-II,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,30-06-2019,Gautam Buddha Nagar,8330,77.4242,28.6161,SPACE DESIGNERS INTERNATIONAL ARCHITECTS PVT LTD,,
#N/A,Residential,SHREE ARDHYA ESTATE,Uttar Pradesh,Mathura,25-09-2017,31-08-2020,Mathura,17649,193.01,122.32,NA,,
#N/A,Residential,SHRIRAM NORTH VIEW APPARTMENTS,Uttar Pradesh,Ghaziabad,10/6/2023,14-12-2027,Ghaziabad,6578,28.70355,77.43797,MOHIT SHUKLA,,
#N/A,Residential,PITAMBARA PARADISE,Uttar Pradesh,Agra,2/5/2022,21-09-2026,Agra,2860,27.2090744,77.9357652,Arvind Kumar Upadhyay,,
#N/A,Residential,HIMALAYA PRIDE (PHASE 3 : TOWER D),Uttar Pradesh,Gautam Buddha Nagar,9/8/2017,31-12-2020,Dadri,5665,28'35'49.85'' N,77'27'09.20'' E,AR VISHAL MITTAL,,
#N/A,Residential,SUPERNOVA PHASE-I (NOVA EAST AND NOVA WEST),Uttar Pradesh,Gautam Buddha Nagar,13-08-2017,30-06-2019,Gautam Buddha Nagar,15985,29.1417703,77.336962, modarch india ,,
#N/A,Commercial,GLOBAL CITY WALK,Uttar Pradesh,Ghaziabad,14-08-2023,30-06-2027,Ghaziabad,5714.12,28.42093,77.24437,Anuj Agarwal Architects,,
#N/A,Residential,"CLEO COUNTY ,PHASE -3,(COMPRISING TOWERS E1,E2,E3,
(Completed)",Uttar Pradesh,Gautam Buddha Nagar,27-07-2017,31-08-2022,Gautam Buddha Nagar,26396,28.598451,77.391327,MR VISHAL SHARMA,,
#N/A,Residential,"JAYPEE GREENS KLASSIC - A (PHASE II), NOIDA",Uttar Pradesh,Gautam Buddha Nagar,28-07-2017,31-03-2019,Gautam Buddha Nagar,40128,28^ 30' 42'',77^ 23' 02'',M/s GIAN P MATHUR,,
#N/A,Residential,"JAYPEE GREENS KOSMOS - C, NOIDA",Uttar Pradesh,Gautam Buddha Nagar,28-07-2017,31-12-2018,Gautam Buddha Nagar,23018,28^ 30' 42'',77^ 23' 02'',M/s ARCOP ASSOCIATES PVT. LTD,,
#N/A,Residential,PANCHSHEEL HYNISH PHASE -1 (TOWER-T8 &T9),Uttar Pradesh,Gautam Buddha Nagar,13-08-2017,8/5/2018,Gautam Buddha Nagar,5139,"28,34,25","77,26,35",Oasis Designs incorporated,,
#N/A,Residential,SOLITAIRIAN CITY - (PARY) PHASE-2,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-12-2021,Gautam Buddha Nagar,4457,28.358525,77.531036,VISHAL SHARMA,,
#N/A,Residential,NEOTOWN PHASE-1,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,30-06-2019,Gautam Buddha Nagar,40279,28°35'19.23''N077°26'30.56''E ,28°35'20.66''N 077°26'35.04''E,GIAN P. MATHUR & ASSOCIATES PVT. LTD.,,
#N/A,Residential,THE SAPPHIRE,Uttar Pradesh,Ghaziabad,1/8/2017,14-04-2021,Ghaziabad,7084,28.65246,77.47868,"Mr. Navdeep Sethi, ",,
#N/A,Residential,VVIP ASSET,Uttar Pradesh,Ghaziabad,31-07-2017,31-12-2018,Ghaziabad,21717,N 28' 42' 2.9094',N 28' 42.048489',Anuj Agarwal Architects Pvt. Ltd.,,
#N/A,Residential,"NEW CIVIL LINES, PHASE 1",Uttar Pradesh,Rampur,17-01-2018,30-06-2018,Rampur,2626,28'45'38.2'N,79'01'16.9'E,N/A,,
#N/A,Residential,GROUP HOUSING-1(FULL MOON) IN OMAXE ETERNITY VIRNDAVAN,Uttar Pradesh,Mathura,27-07-2017,31-05-2020,Mathura,4895,27.5736861,77.6556228,PRAKASH KUMAR,,
#N/A,Residential,SUPERTECH ECO VILLAGE-I (PHASE-II),Uttar Pradesh,Gautam Buddha Nagar,9/8/2017,30-05-2019,Gautam Buddha Nagar,69420,28.579507,77.439861,,,
#N/A,Residential,SUPERTECH ECO VILLAGE-II (PHASE-III),Uttar Pradesh,Gautam Buddha Nagar,10/8/2017,28-02-2021,Gautam Buddha Nagar,14965,28.610574,77.442808,,,
#N/A,Residential,SUPERTECH ECOCITI - PHASE-1,Uttar Pradesh,Gautam Buddha Nagar,12/8/2017,30-12-2017,Gautam Buddha Nagar,4917,28.511163,77.410926,Space Designers International,,
#N/A,Residential,"SUNWORLD ARISTA (PH-1 T-1,2,3,4,6,10)",Uttar Pradesh,Gautam Buddha Nagar,15-08-2017,31-12-2018,Gautam Buddha Nagar,29265,282936.63,772422.34,R.N. Gupta & Associates,,
#N/A,Commercial,SILVER HEIGHTS,Uttar Pradesh,Gorakhpur,15-08-2017,1/3/2019,Gorakhpur,3216,26.82355188,83.4077562,NEERAJ & ASSOCIATES,,
#N/A,Residential,RUDRAKSH RESIDIENTIAL SCHEME,Uttar Pradesh,Saharanpur,28-05-2022,31-12-2022,Saharanpur,4370,29.9558,77.5263,Manmeet Singh Bajaj,,
#N/A,Residential,SAYA GOLD AVENUE (PHASE 2),Uttar Pradesh,Ghaziabad,1/8/2017,31-12-2019,Ghaziabad,20036,77 22 00,28 38 07,Shivendra Nath,,
#N/A,Residential,SPEEDWAY AVENUE,Uttar Pradesh,Gautam Buddha Nagar,18-10-2017,21-02-2019,Gautam Buddha Nagar,9715,28 21 27 N,77 31 08 E,GIAN P MATHUR,,
#N/A,Residential,CELEBRITY MEADOWS BLOCK C,Uttar Pradesh,Lucknow,31-07-2017,31-03-2019,Lucknow,4410,26.769575 N,80.997835 E,Viresh Kumar,,
#N/A,Residential,"GH-06, SEC-22A, YEIDA, PHASE 1 (YAMUNOTRI)",Uttar Pradesh,Gautam Buddha Nagar,11/8/2017,31-03-2021,Gautam Buddha Nagar,105659,28.32226379,77.53962159,GYANESHWAR PRASAD,,
#N/A,Residential,ANANDLOK,Uttar Pradesh,Firozabad,30-10-2017,1/2/2018,Tundla **,8139,27 12,78 45,AKS Associates,,
#N/A,Residential,SHIV GANGA RESIDENCY,Uttar Pradesh,Agra,28-09-2017,7/4/2020,Agra,24460, 27' 7'38.92'N, 78' 2'4.07'E,Pushpendra Singh ,,
#N/A,Residential,SCC SAPPHIRE PH-II BLOCK - F,Uttar Pradesh,Ghaziabad,31-07-2017,31-12-2020,Ghaziabad,2913,28.709326,77.423765,Anuj Agarwal ,,
#N/A,Residential,UCHDPL-SECTOR-7-PLOTS,Uttar Pradesh,Ghaziabad,28-07-2017,31-05-2020,Ghaziabad,225488,28.63958,77.50689,NA,,
#N/A,Residential,"NIRALA GREENSHIRE PH-1 (G6-G12,G14)",Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,30-09-2020,Gautam Buddha Nagar,25740,28.5798582,77.4456578,Reinfo-tech Consultants,,
#N/A,Residential,RISHITA MULBERRY HEIGHTS PHASE 5,Uttar Pradesh,Lucknow,1/1/2021,31-12-2025,Sarojini Nagar,11155,26.781944,26.781111,Design Forum International,,
#N/A,Residential,CRC MAESTA,Uttar Pradesh,Gautam Buddha Nagar,12/7/2024,21-05-2029,Gautam Buddha Nagar,14769,28.343862,77.255796,RAJIV GANDHI,,
#N/A,Residential,DELHI 99 EWS AND LIG,Uttar Pradesh,Ghaziabad,26-07-2018,31-12-2022,Ghaziabad,7122,"28 42' 51.35'N	","77 19' 51.49' E	","ANUJ AGARWAL	",,
#N/A,Residential,ROHTAS CRESENT,Uttar Pradesh,Lucknow,27-09-2019,1/12/2022,Mohanlalganj,100447,26.776,81.072,Anupam Mittal,,
#N/A,Residential,SIGNATURE PARK SECTOR 2 & 3,Uttar Pradesh,Lucknow,1/4/2022,31-12-2026,Mohanlalganj,119523,26.740664,81.072929,Triptie Awasthi,,
#N/A,Residential,GORAKHDHAM ENCLAVE,Uttar Pradesh,Gorakhpur,13-08-2017,3/6/2019,Gorakhpur,2987,"26,77,61","83,36,00",RAKESH KUMAR,,
#N/A,Residential,"JAYPEE GREENS SUN COURT - B, GREATER NOIDA",Uttar Pradesh,Gautam Buddha Nagar,29-07-2017,31-03-2020,Gautam Buddha Nagar,5128,28^ 28' 21',77^ 30' 55',Arcop Associates Pvt. Ltd. ,,
#N/A,Residential,THE RESIDENT TOWER,Uttar Pradesh,Gautam Buddha Nagar,22-07-2019,25-04-2024,Gautam Buddha Nagar,16000,28'25’35.47'N,77'29’12.55'E,Ujjal Kar                                                           ,,
#N/A,Residential,COCO COUNTY,Uttar Pradesh,Gautam Buddha Nagar,2/5/2019,31-03-2025,Gautam Buddha Nagar,18380,28.569407,77.481207,Mr. Vishal Sharma,,
#N/A,Residential,RUDRAKSH APARTMENTS,Uttar Pradesh,Bareilly,18-10-2017,3/3/2021,Bareilly,4572,28.375593,79.461016,NAND KISHORE,,
#N/A,Residential,SHIVALIK AKSHAY,Uttar Pradesh,Kanpur Nagar,1/10/2020,31-12-2026,Kanpur,6140,26.543293,80.262034,Ar. Vijai Prakash Gupta,,
#N/A,Residential,PRATEEK GRAND BEGONIA (PHASE I),Uttar Pradesh,Ghaziabad,14-09-2024,10/6/2029,Ghaziabad,22284,28.648,77.4032,Anuj Agarwal Architects,,
#N/A,Commercial,GOLDEN I PHASE-II,Uttar Pradesh,Gautam Buddha Nagar,30-10-2021,24-12-2023,Gautam Buddha Nagar,30691,28.5936,77.4343,Sikka Associates Architects - Raman Sikka,,
#N/A,Residential,VASUNDHARA GRAND,Uttar Pradesh,Ghaziabad,31-07-2017,1/8/2019,Ghaziabad,6465,28.39.18.09,77.21.36.61,ANUJ AGARWAL ARCHITECTS,,
#N/A,Residential,GULMOHAR GARDEN PHASE II,Uttar Pradesh,Ghaziabad,11/8/2017,17-07-2019,Ghaziabad,38780,28.703159,77.435863,MR. ANUJ AGGARWAL,,
#N/A,Residential,SOLITAIRIAN CITY - (SOLI-)PHASE-2,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-12-2020,Gautam Buddha Nagar,28213,28.358191,77.53099,VISHAL SHARMA,,
#N/A,Residential,GREENARCH PHASE-2,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,28-02-2019,Gautam Buddha Nagar,8400,28.598544,77.450033,Deepak Mehta & Associates,,
#N/A,Residential,NEELAYA CAPITAL,Uttar Pradesh,Lucknow,10/10/2024,15-06-2028,Lucknow,4124,26.808765,81.0047,Sachin Chauhan,,
#N/A,Residential,VIDHAN METRO PHASE-I,Uttar Pradesh,Varanasi,9/1/2021,30-03-2024,Varanasi,3636,25.3682,25.3677,AJAY SINGH,,
#N/A,Residential,ESSENCE RESIDENCY,Uttar Pradesh,Lucknow,25-05-2021,22-02-2023,Lucknow,2010,26.515443,80.570307,Kausar Parvez,,
#N/A,Residential,RUDRA GARDENIA PHASE-1,Uttar Pradesh,Kanpur Nagar,9/8/2023,30-09-2029,Kanpur,7655,26.546021,80.26049,Md. Farooque Karim,,
#N/A,Residential,PLATINUM HEIGHT,Uttar Pradesh,Ghaziabad,31-07-2017,28-02-2018,Ghaziabad,20000,28.65250791,77.34529919,RD DESIGN ATRIUM,,
#N/A,Residential,RISHITA MULBERRY HEIGHTS PHASE 3,Uttar Pradesh,Lucknow,19-03-2020,31-03-2024,Sarojini Nagar,18314,26.781081,81.009128,Design Forum International,,
#N/A,Residential,PALM RESORT,Uttar Pradesh,Ghaziabad,31-07-2017,31-12-2019,Ghaziabad,28567,28 42''15.38 N,77 25' ' 29.74E,Vishal Mittal,,
#N/A,Residential,SILVER HOMES,Uttar Pradesh,Ghaziabad,30-08-2017,29-12-2022,Ghaziabad,3542,28' 39' 12' N,77' 28' 35' E,Vishal Mittal,,
#N/A,Commercial,GAUR CITY MALL,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-12-2023,Dadri,24100,28.60613638,77.42949598,Ateesh Agarwal,,
#N/A,Residential,APEX CITY,Uttar Pradesh,Meerut,14-08-2017,12/7/2019,Meerut,39900,28 58 25 31,77 37 53 28,Alliance Architects and Engineers,,
