XID,Project Name,Unit Type,Area,Price,Area Type
237262,Piramal Vaikunth,2 BHK 495 Sq. Ft. Apartment,495 Sq. Ft.,Rs 1.15 Cr,(Carpet)
237262,Piramal Vaikunth,2 BHK 530 Sq. Ft. Apartment,530 Sq. Ft.,Rs 1.23 Cr,(Carpet)
237262,Piramal Vaikunth,2 BHK 708 Sq. Ft. Apartment,708 Sq. Ft.,Rs 1.65 Cr,(Carpet)
237262,Piramal Vaikunth,2 BHK 510 Sq. Ft. Apartment,510 Sq. Ft.,Rs 1.19 Cr,(Carpet)
237262,Piramal Vaikunth,3 BHK 1176 Sq. Ft. Apartment,1176 Sq. Ft.,Rs 2.75 Cr,(Carpet)
237262,Piramal Vaikunth,3 BHK 950 Sq. Ft. Apartment,950 Sq. Ft.,Rs 2.22 Cr,(Carpet)
237262,Piramal Vaikunth,5 BHK 2500 Sq. Ft. Apartment,2500 Sq. Ft.,Rs 5.84 Cr,(Carpet)
431064,The Prestige City,2 BHK 758 Sq. Ft. Apartment,758 Sq. Ft.,Rs 3.04 Cr,(Carpet)
431064,The Prestige City,2 BHK 769 Sq. Ft. Apartment,769 Sq. Ft.,Rs 3.08 Cr,(Carpet)
431064,The Prestige City,2 BHK 828 Sq. Ft. Apartment,828 Sq. Ft.,Rs 3.32 Cr,(Carpet)
431064,The Prestige City,3 BHK 914 Sq. Ft. Apartment,914 Sq. Ft.,Rs 3.66 Cr,(Carpet)
431064,The Prestige City,3 BHK 1049 Sq. Ft. Apartment,1049 Sq. Ft.,Rs 4.20 Cr,(Carpet)
431064,The Prestige City,3 BHK 1052 Sq. Ft. Apartment,1052 Sq. Ft.,Rs 4.21 Cr,(Carpet)
431064,The Prestige City,4 BHK 1689 Sq. Ft. Apartment,1689 Sq. Ft.,Rs 6.77 Cr,(Carpet)
422558,Godrej Reserve Kandivali,2 BHK 769 Sq. Ft. Apartment,769 Sq. Ft.,Rs 3.00 Cr,(Carpet)
422558,Godrej Reserve Kandivali,2 BHK 750 Sq. Ft. Apartment,750 Sq. Ft.,Rs 2.92 Cr,(Carpet)
422558,Godrej Reserve Kandivali,3 BHK 1149 Sq. Ft. Apartment,1149 Sq. Ft.,Rs 4.48 Cr,(Carpet)
422558,Godrej Reserve Kandivali,3 BHK 1450 Sq. Ft. Apartment,1450 Sq. Ft.,Rs 5.65 Cr,(Carpet)
422558,Godrej Reserve Kandivali,3 BHK 1120 Sq. Ft. Apartment,1120 Sq. Ft.,Rs 4.36 Cr,(Carpet)
422558,Godrej Reserve Kandivali,4 BHK 2000 Sq. Ft. Apartment,2000 Sq. Ft.,Rs 7.79 Cr,(Carpet)
270475,Transcon Triumph Tower,1 BHK 376 Sq. Ft. Apartment,376 Sq. Ft.,Rs 1.43 Cr,(Carpet)
270475,Transcon Triumph Tower,1 BHK 397 Sq. Ft. Apartment,397 Sq. Ft.,Rs 1.51 Cr,(Carpet)
270475,Transcon Triumph Tower,2 BHK 813 Sq. Ft. Apartment,813 Sq. Ft.,Rs 3.09 Cr,(Carpet)
270475,Transcon Triumph Tower,2 BHK 748 Sq. Ft. Apartment,748 Sq. Ft.,Rs 2.84 Cr,(Carpet)
270475,Transcon Triumph Tower,2 BHK 659 Sq. Ft. Apartment,659 Sq. Ft.,Rs 2.50 Cr,(Carpet)
270475,Transcon Triumph Tower,3 BHK 1031 Sq. Ft. Apartment,1031 Sq. Ft.,Rs 3.92 Cr,(Carpet)
270475,Transcon Triumph Tower,3 BHK 1336 Sq. Ft. Apartment,1336 Sq. Ft.,Rs 5.08 Cr,(Carpet)
270475,Transcon Triumph Tower,4 BHK 2187 Sq. Ft. Apartment,2187 Sq. Ft.,Rs 8.32 Cr,(Carpet)
270475,Transcon Triumph Tower,175 Sq. Ft. Retail Shop,175 Sq. Ft.,Rs 66.64 L,(Carpet)
270475,Transcon Triumph Tower,650 Sq. Ft. Retail Shop,650 Sq. Ft.,Rs 2.47 Cr,(Carpet)
270475,Transcon Triumph Tower,200 Sq. Ft. Office Space,200 Sq. Ft.,Rs 76.16 L,(Carpet)
430897,Satra Nexus,1 BHK 426 Sq. Ft. Apartment,426 Sq. Ft.,Rs 1.00 Cr,(Carpet)
430897,Satra Nexus,2 BHK 635 Sq. Ft. Apartment,635 Sq. Ft.,Rs 1.49 Cr,(Carpet)
41300,Raheja Imperia,3 BHK 1414 Sq. Ft. Apartment,1414 Sq. Ft.,Rs 8.07 Cr,(Carpet)
41300,Raheja Imperia,3 BHK 1519 Sq. Ft. Apartment,1519 Sq. Ft.,Rs 8.66 Cr,(Carpet)
41300,Raheja Imperia,4 BHK 1931 Sq. Ft. Apartment,1931 Sq. Ft.,Rs 11.02 Cr,(Carpet)
41300,Raheja Imperia,4 BHK 1940 Sq. Ft. Apartment,1940 Sq. Ft.,Rs 11.07 Cr,(Carpet)
177287,Lodha Amara,1 BHK 446 Sq. Ft. Apartment,446 Sq. Ft.,Rs 72.71 L,(Carpet)
177287,Lodha Amara,2 BHK 679 Sq. Ft. Apartment,679 Sq. Ft.,Rs 1.10 Cr,(Carpet)
177287,Lodha Amara,2 BHK 955 Sq. Ft. Apartment,955 Sq. Ft.,Rs 1.55 Cr,(Carpet)
177287,Lodha Amara,3 BHK 1176 Sq. Ft. Apartment,1176 Sq. Ft.,Rs 1.91 Cr,(Carpet)
400981,Ashford Regal,1 BHK 401 Sq. Ft. Apartment,401 Sq. Ft.,Rs 89.00 Lac,(Carpet)
400981,Ashford Regal,1 BHK 447 Sq. Ft. Apartment,447 Sq. Ft.,Rs 1.14 Cr,(Carpet)
400981,Ashford Regal,2 BHK 602 Sq. Ft. Apartment,602 Sq. Ft.,Rs 1.37 Cr,(Carpet)
400981,Ashford Regal,2 BHK 650 Sq. Ft. Apartment,650 Sq. Ft.,Rs 1.67 Cr,(Carpet)
40476,Godrej Platinum Mumbai,2 BHK 815 Sq. Ft. Apartment,815 Sq. Ft.,Rs 3.00 Cr,(Carpet)
40476,Godrej Platinum Mumbai,2 BHK 1023 Sq. Ft. Apartment,1023 Sq. Ft.,Rs 3.77 Cr,(Carpet)
40476,Godrej Platinum Mumbai,3 BHK 1190 Sq. Ft. Apartment,1190 Sq. Ft.,Rs 4.39 Cr,(Carpet)
40476,Godrej Platinum Mumbai,3 BHK 1298 Sq. Ft. Apartment,1298 Sq. Ft.,Rs 4.78 Cr,(Carpet)
40476,Godrej Platinum Mumbai,4 BHK 1965 Sq. Ft. Penthouse,1965 Sq. Ft.,Rs 7.24 Cr,(Carpet)
389975,Godrej Horizon Wadala,2 BHK 777 Sq. Ft. Apartment,777 Sq. Ft.,Rs 3.24 Cr,(Carpet)
389975,Godrej Horizon Wadala,2 BHK 828 Sq. Ft. Apartment,828 Sq. Ft.,Rs 3.46 Cr,(Carpet)
389975,Godrej Horizon Wadala,2 BHK 627 Sq. Ft. Apartment,627 Sq. Ft.,Rs 2.62 Cr,(Carpet)
389975,Godrej Horizon Wadala,3 BHK 1001 Sq. Ft. Apartment,1001 Sq. Ft.,Rs 4.18 Cr,(Carpet)
389975,Godrej Horizon Wadala,3 BHK 1385 Sq. Ft. Apartment,1385 Sq. Ft.,Rs 5.78 Cr,(Carpet)
389975,Godrej Horizon Wadala,3 BHK 1477 Sq. Ft. Apartment,1477 Sq. Ft.,Rs 6.17 Cr,(Carpet)
263555,Piramal Aranya,2 BHK 675 Sq. Ft. Apartment,675 Sq. Ft.,Rs 3.50 Cr,(Carpet)
263555,Piramal Aranya,3 BHK 873 Sq. Ft. Apartment,873 Sq. Ft.,Rs 4.53 Cr,(Carpet)
263555,Piramal Aranya,3 BHK 920 Sq. Ft. Apartment,920 Sq. Ft.,Rs 4.78 Cr,(Carpet)
263555,Piramal Aranya,3 BHK 916 Sq. Ft. Apartment,916 Sq. Ft.,Rs 4.76 Cr,(Carpet)
263555,Piramal Aranya,4 BHK 2850 Sq. Ft. Apartment,2850 Sq. Ft.,Rs 14.81 Cr,(Carpet)
1646,Sagar Avenue Phase 2,1 BHK 407 Sq. Ft. Apartment,407 Sq. Ft.,Rs 98.19 L,(Carpet)
1646,Sagar Avenue Phase 2,1 BHK 615 Sq. Ft. Apartment,615 Sq. Ft.,Rs 1.48 Cr,(Carpet)
1646,Sagar Avenue Phase 2,1 BHK 639 Sq. Ft. Apartment,639 Sq. Ft.,Rs 1.54 Cr,(Carpet)
1646,Sagar Avenue Phase 2,2 BHK 690 Sq. Ft. Apartment,690 Sq. Ft.,Rs 1.66 Cr,(Carpet)
1646,Sagar Avenue Phase 2,3 BHK 844 Sq. Ft. Apartment,844 Sq. Ft.,Rs 2.03 Cr,(Carpet)
1646,Sagar Avenue Phase 2,3 BHK 1054 Sq. Ft. Apartment,1054 Sq. Ft.,Rs 2.54 Cr,(Carpet)
1646,Sagar Avenue Phase 2,3 BHK 1010 Sq. Ft. Apartment,1010 Sq. Ft.,Rs 2.43 Cr,(Carpet)
381691,Sudarshan Landmark,1 BHK 460 Sq. Ft. Apartment,460 Sq. Ft.,Rs 1.54 Cr,(Carpet)
381691,Sudarshan Landmark,1 BHK 632 Sq. Ft. Apartment,632 Sq. Ft.,Rs 2.12 Cr,(Carpet)
381691,Sudarshan Landmark,2 BHK 693 Sq. Ft. Apartment,693 Sq. Ft.,Rs 2.32 Cr,(Carpet)
381691,Sudarshan Landmark,3 BHK 848 Sq. Ft. Apartment,848 Sq. Ft.,Rs 2.84 Cr,(Carpet)
381691,Sudarshan Landmark,3 BHK 916 Sq. Ft. Apartment,916 Sq. Ft.,Rs 3.07 Cr,(Carpet)
381691,Sudarshan Landmark,267 Sq. Ft. Studio,267 Sq. Ft.,Rs 89.56 Lac,(Carpet)
429486,Origin Claremont,2 BHK 840 Sq. Ft. Apartment,840 Sq. Ft.,Rs 2.22 Cr,(Carpet)
429486,Origin Claremont,2 BHK 880 Sq. Ft. Apartment,880 Sq. Ft.,Rs 2.34 Cr,(Carpet)
429486,Origin Claremont,3 BHK 1216 Sq. Ft. Apartment,1216 Sq. Ft.,Rs 3.20 Cr,(Carpet)
74173,Oberoi Sky City,3 BHK 1094 Sq. Ft. Apartment,1094 Sq. Ft.,Rs 2.60 Cr,(Carpet)
74173,Oberoi Sky City,3 BHK 1073 Sq. Ft. Apartment,1073 Sq. Ft.,Rs 2.55 Cr,(Carpet)
74173,Oberoi Sky City,3 BHK 1320 Sq. Ft. Apartment,1320 Sq. Ft.,Rs 3.14 Cr,(Carpet)
430928,Zodiac Anjaneshwar,1 BHK 460 Sq. Ft. Apartment,460 Sq. Ft.,Rs 2.15 Cr,(Carpet)
430928,Zodiac Anjaneshwar,2 BHK 740 Sq. Ft. Apartment,740 Sq. Ft.,Rs 3.46 Cr,(Carpet)
430928,Zodiac Anjaneshwar,2 BHK 767 Sq. Ft. Apartment,767 Sq. Ft.,Rs 3.58 Cr,(Carpet)
389421,Pride Panorama Mumbai,1 BHK 505 Sq. Ft. Apartment,505 Sq. Ft.,Rs 1.45 Cr,(Carpet)
389421,Pride Panorama Mumbai,1 BHK 538 Sq. Ft. Apartment,538 Sq. Ft.,Rs 1.54 Cr,(Carpet)
389421,Pride Panorama Mumbai,2 BHK 658 Sq. Ft. Apartment,658 Sq. Ft.,Rs 1.90 Cr,(Carpet)
389421,Pride Panorama Mumbai,2 BHK 676 Sq. Ft. Apartment,676 Sq. Ft.,Rs 1.95 Cr,(Carpet)
389421,Pride Panorama Mumbai,3 BHK 817 Sq. Ft. Apartment,817 Sq. Ft.,Rs 2.36 Cr,(Carpet)
389421,Pride Panorama Mumbai,3 BHK 907 Sq. Ft. Apartment,907 Sq. Ft.,Rs 2.62 Cr,(Carpet)
386352,Thanekar Palacio,1 BHK 495 Sq. Ft. Apartment,495 Sq. Ft.,Rs 32.25 Lac,(Carpet)
386352,Thanekar Palacio,1 BHK 500 Sq. Ft. Apartment,500 Sq. Ft.,Rs 35.75 Lac,(Carpet)
386352,Thanekar Palacio,2 BHK 650 Sq. Ft. Apartment,650 Sq. Ft.,Rs 51.99 Lac,(Carpet)
386352,Thanekar Palacio,2 BHK 850 Sq. Ft. Apartment,850 Sq. Ft.,Rs 65.00 Lac,(Carpet)
386352,Thanekar Palacio,3 BHK 804 Sq. Ft. Apartment,804 Sq. Ft.,Rs 67.37 Lac,(Carpet)
386352,Thanekar Palacio,3 BHK 895 Sq. Ft. Apartment,895 Sq. Ft.,Rs 75.00 Lac,(Carpet)
343707,Mahindra Lifespaces Happinest Kalyan 2,1 BHK 397 Sq. Ft. Apartment,397 Sq. Ft.,Rs 35.88 L,(Carpet)
343707,Mahindra Lifespaces Happinest Kalyan 2,1 BHK 469 Sq. Ft. Apartment,469 Sq. Ft.,Rs 42.38 L,(Carpet)
343707,Mahindra Lifespaces Happinest Kalyan 2,2 BHK 586 Sq. Ft. Apartment,586 Sq. Ft.,Rs 52.96 L,(Carpet)
343707,Mahindra Lifespaces Happinest Kalyan 2,2 BHK 654 Sq. Ft. Apartment,654 Sq. Ft.,Rs 59.10 L,(Carpet)
343707,Mahindra Lifespaces Happinest Kalyan 2,3 BHK 932 Sq. Ft. Apartment,932 Sq. Ft.,Rs 84.23 L,(Carpet)
243287,Courtyard by Narang Realty and The Wadhwa Group,2 BHK 519 Sq. Ft. Apartment,519 Sq. Ft.,Rs 1.29 Cr,(Carpet)
243287,Courtyard by Narang Realty and The Wadhwa Group,2 BHK 685 Sq. Ft. Apartment,685 Sq. Ft.,Rs 1.70 Cr,(Carpet)
243287,Courtyard by Narang Realty and The Wadhwa Group,2 BHK 706 Sq. Ft. Apartment,706 Sq. Ft.,Rs 1.75 Cr,(Carpet)
243287,Courtyard by Narang Realty and The Wadhwa Group,2 BHK 762 Sq. Ft. Apartment,762 Sq. Ft.,Rs 1.89 Cr,(Carpet)
243287,Courtyard by Narang Realty and The Wadhwa Group,2 BHK 830 Sq. Ft. Apartment,830 Sq. Ft.,Rs 2.06 Cr,(Carpet)
243287,Courtyard by Narang Realty and The Wadhwa Group,2 BHK 542 Sq. Ft. Apartment,542 Sq. Ft.,Rs 1.35 Cr,(Carpet)
243287,Courtyard by Narang Realty and The Wadhwa Group,3 BHK 1160 Sq. Ft. Apartment,1160 Sq. Ft.,Rs 2.89 Cr,(Carpet)
243287,Courtyard by Narang Realty and The Wadhwa Group,3 BHK 1370 Sq. Ft. Apartment,1370 Sq. Ft.,Rs 3.41 Cr,(Carpet)
27954,Marathon Nextown Phase 2,1 BHK 258 Sq. Ft. Apartment,258 Sq. Ft.,Rs 25.60 Lac,(Carpet)
27954,Marathon Nextown Phase 2,1 BHK 300 Sq. Ft. Apartment,300 Sq. Ft.,Rs 30.17 Lac,(Carpet)
27954,Marathon Nextown Phase 2,1 BHK 372 Sq. Ft. Apartment,372 Sq. Ft.,Rs 37.42 Lac,(Carpet)
27954,Marathon Nextown Phase 2,2 BHK 500 Sq. Ft. Apartment,500 Sq. Ft.,Rs 48.77 Lac,(Carpet)
168271,Sheth Montana,2 BHK 594 Sq. Ft. Apartment,594 Sq. Ft.,Rs 1.54 Cr,(Carpet)
168271,Sheth Montana,2 BHK 710 Sq. Ft. Apartment,710 Sq. Ft.,Rs 1.84 Cr,(Carpet)
168271,Sheth Montana,3 BHK 902 Sq. Ft. Apartment,902 Sq. Ft.,Rs 2.34 Cr,(Carpet)
371342,Marathon Neo Valley,1 BHK 355 Sq. Ft. Apartment,355 Sq. Ft.,Rs 74.90 Lac,(Carpet)
371342,Marathon Neo Valley,1 BHK 375 Sq. Ft. Apartment,375 Sq. Ft.,Rs 78.94 Lac,(Carpet)
371342,Marathon Neo Valley,2 BHK 481 Sq. Ft. Apartment,481 Sq. Ft.,Rs 1.01 Cr,(Carpet)
371342,Marathon Neo Valley,166 Sq. Ft. Studio,166 Sq. Ft.,Rs 39.50 Lac,(Carpet)
371342,Marathon Neo Valley,211 Sq. Ft. Studio,211 Sq. Ft.,Rs 50.21 Lac,(Carpet)
424323,Adani Airica,2 BHK 731 Sq. Ft. Apartment,731 Sq. Ft.,Rs 2.18 Cr,(Carpet)
424323,Adani Airica,2 BHK 833 Sq. Ft. Apartment,833 Sq. Ft.,Rs 2.48 Cr,(Carpet)
424323,Adani Airica,3 BHK 1105 Sq. Ft. Apartment,1105 Sq. Ft.,Rs 3.29 Cr,(Carpet)
424323,Adani Airica,3 BHK 1248 Sq. Ft. Apartment,1248 Sq. Ft.,Rs 3.72 Cr,(Carpet)
4146,JP North,1 BHK 263 Sq. Ft. Apartment,263 Sq. Ft.,Rs 46.45 L,(Carpet)
4146,JP North,1 BHK 309 Sq. Ft. Apartment,309 Sq. Ft.,Rs 54.58 L,(Carpet)
4146,JP North,1 BHK 396 Sq. Ft. Apartment,396 Sq. Ft.,Rs 69.94 L,(Carpet)
4146,JP North,1 BHK 405 Sq. Ft. Apartment,405 Sq. Ft.,Rs 71.53 L,(Carpet)
4146,JP North,2 BHK 506 Sq. Ft. Apartment,506 Sq. Ft.,Rs 89.37 L,(Carpet)
4146,JP North,2 BHK 694 Sq. Ft. Apartment,694 Sq. Ft.,Rs 1.22 Cr,(Carpet)
4146,JP North,2 BHK 650 Sq. Ft. Apartment,650 Sq. Ft.,Rs 1.14 Cr,(Carpet)
4146,JP North,3 BHK 915 Sq. Ft. Apartment,915 Sq. Ft.,Rs 1.61 Cr,(Carpet)
4146,JP North,3 BHK 1040 Sq. Ft. Apartment,1040 Sq. Ft.,Rs 1.83 Cr,(Carpet)
14640,Neelam Senroofs,2 BHK 893 Sq. Ft. Apartment,893 Sq. Ft.,Rs 2.26 Cr,(Carpet)
14640,Neelam Senroofs,2 BHK 885 Sq. Ft. Apartment,885 Sq. Ft.,Rs 2.24 Cr,(Carpet)
14640,Neelam Senroofs,3 BHK 1125 Sq. Ft. Apartment,1125 Sq. Ft.,Rs 2.85 Cr,(Carpet)
14640,Neelam Senroofs,3 BHK 1250 Sq. Ft. Apartment,1250 Sq. Ft.,Rs 3.16 Cr,(Carpet)
387255,LnT Elixir Reserve,2 BHK 658 Sq. Ft. Apartment,658 Sq. Ft.,Rs 2.94 Cr,(Carpet)
387255,LnT Elixir Reserve,2 BHK 694 Sq. Ft. Apartment,694 Sq. Ft.,Rs 3.10 Cr,(Carpet)
387255,LnT Elixir Reserve,2 BHK 833 Sq. Ft. Apartment,833 Sq. Ft.,Rs 3.72 Cr,(Carpet)
387255,LnT Elixir Reserve,3 BHK 1087 Sq. Ft. Apartment,1087 Sq. Ft.,Rs 4.86 Cr,(Carpet)
387255,LnT Elixir Reserve,3 BHK 1360 Sq. Ft. Apartment,1360 Sq. Ft.,Rs 6.08 Cr,(Carpet)
387255,LnT Elixir Reserve,4 BHK 1987 Sq. Ft. Apartment,1987 Sq. Ft.,Rs 8.88 Cr,(Carpet)
387255,LnT Elixir Reserve,4 BHK 1811 Sq. Ft. Apartment,1811 Sq. Ft.,Rs 8.09 Cr,(Carpet)
430231,Godrej Nurture Mumbai,2 BHK 655 Sq. Ft. Apartment,655 Sq. Ft.,Rs 1.60 Cr,(Carpet)
430231,Godrej Nurture Mumbai,2 BHK 704 Sq. Ft. Apartment,704 Sq. Ft.,Rs 1.72 Cr,(Carpet)
430231,Godrej Nurture Mumbai,3 BHK 901 Sq. Ft. Apartment,901 Sq. Ft.,Rs 2.20 Cr,(Carpet)
430231,Godrej Nurture Mumbai,3 BHK 983 Sq. Ft. Apartment,983 Sq. Ft.,Rs 2.40 Cr,(Carpet)
395412,Ashiana Malhar,2 BHK 645 Sq. Ft. Apartment,645 Sq. Ft.,Rs 76.02 Lac,(Carpet)
395412,Ashiana Malhar,2 BHK 751 Sq. Ft. Apartment,751 Sq. Ft.,Rs 92.82 Lac,(Carpet)
395412,Ashiana Malhar,3 BHK 948 Sq. Ft. Apartment,948 Sq. Ft.,Rs 1.11 Cr,(Carpet)
394292,Ashwamedh Ratnaprabha,1 BHK 336 Sq. Ft. Apartment,336 Sq. Ft.,Rs 67.55 Lac,(Carpet)
394292,Ashwamedh Ratnaprabha,1 BHK 482 Sq. Ft. Apartment,482 Sq. Ft.,Rs 96.90 Lac,(Carpet)
394292,Ashwamedh Ratnaprabha,2 BHK 532 Sq. Ft. Apartment,532 Sq. Ft.,Rs 1.07 Cr,(Carpet)
394292,Ashwamedh Ratnaprabha,2 BHK 636 Sq. Ft. Apartment,636 Sq. Ft.,Rs 1.28 Cr,(Carpet)
394292,Ashwamedh Ratnaprabha,3 BHK 698 Sq. Ft. Apartment,698 Sq. Ft.,Rs 1.40 Cr,(Carpet)
394292,Ashwamedh Ratnaprabha,3 BHK 882 Sq. Ft. Apartment,882 Sq. Ft.,Rs 1.77 Cr,(Carpet)
394292,Ashwamedh Ratnaprabha,163 Sq. Ft. Studio,163 Sq. Ft.,Rs 32.77 Lac,(Carpet)
417023,Rohan Harita,1 BHK 443 Sq. Ft. Apartment,443 Sq. Ft.,Rs 50.88 Lac,(Carpet)
417023,Rohan Harita,1 BHK 450 Sq. Ft. Apartment,450 Sq. Ft.,Rs 51.68 Lac,(Carpet)
417023,Rohan Harita,2 BHK 714 Sq. Ft. Apartment,714 Sq. Ft.,Rs 82.00 Lac,(Carpet)
417023,Rohan Harita,2 BHK 756 Sq. Ft. Apartment,756 Sq. Ft.,Rs 86.82 Lac,(Carpet)
417023,Rohan Harita,3 BHK 1106 Sq. Ft. Apartment,1106 Sq. Ft.,Rs 1.27 Cr,(Carpet)
417023,Rohan Harita,3 BHK 1376 Sq. Ft. Apartment,1376 Sq. Ft.,Rs 1.58 Cr,(Carpet)
417023,Rohan Harita,4 BHK 1437 Sq. Ft. Apartment,1437 Sq. Ft.,Rs 1.65 Cr,(Carpet)
417023,Rohan Harita,4 BHK 1740 Sq. Ft. Apartment,1740 Sq. Ft.,Rs 2.00 Cr,(Carpet)
433250,Rohan Saroha,2 BHK 836 Sq. Ft. Apartment,836 Sq. Ft.,Rs 87.20 Lac,(Carpet)
433250,Rohan Saroha,2 BHK 1288 Sq. Ft. Apartment,1288 Sq. Ft.,Rs 1.30 Cr,(Carpet)
433250,Rohan Saroha,3 BHK 1049 Sq. Ft. Apartment,1049 Sq. Ft.,Rs 1.09 Cr,(Carpet)
433250,Rohan Saroha,3 BHK 1382 Sq. Ft. Apartment,1382 Sq. Ft.,Rs 1.43 Cr,(Carpet)
433250,Rohan Saroha,4 BHK 1536 Sq. Ft. Apartment,1536 Sq. Ft.,Rs 1.66 Cr,(Carpet)
265661,Aishwaryam Comfort Gold,2 BHK 803 Sq. Ft. Apartment,803 Sq. Ft.,Rs 85.00 Lac,(Carpet)
265661,Aishwaryam Comfort Gold,3 BHK 894 Sq. Ft. Apartment,894 Sq. Ft.,Rs 95.00 Lac,(Carpet)
435509,Kalpataru Blossoms,2 BHK 800 Sq. Ft. Apartment,800 Sq. Ft.,Rs 1.45 Cr,(Carpet)
435509,Kalpataru Blossoms,2 BHK 930 Sq. Ft. Apartment,930 Sq. Ft.,Rs 1.78 Cr,(Carpet)
435509,Kalpataru Blossoms,3 BHK 1100 Sq. Ft. Apartment,1100 Sq. Ft.,Rs 1.90 Cr,(Carpet)
435509,Kalpataru Blossoms,3 BHK 1698 Sq. Ft. Apartment,1698 Sq. Ft.,Rs 3.20 Cr,(Carpet)
435509,Kalpataru Blossoms,4 BHK 1900 Sq. Ft. Apartment,1900 Sq. Ft.,Rs 3.80 Cr,(Carpet)
435509,Kalpataru Blossoms,4 BHK 2911 Sq. Ft. Apartment,2911 Sq. Ft.,Rs 4.76 Cr,(Carpet)
402921,Kiran Swastik,2 BHK 712 Sq. Ft. Apartment,712 Sq. Ft.,Rs 66.76 Lac,(Carpet)
402921,Kiran Swastik,2 BHK 725 Sq. Ft. Apartment,725 Sq. Ft.,Rs 67.98 Lac,(Carpet)
402921,Kiran Swastik,3 BHK 942 Sq. Ft. Apartment,942 Sq. Ft.,Rs 86.53 Lac,(Carpet)
402921,Kiran Swastik,3 BHK 952 Sq. Ft. Apartment,952 Sq. Ft.,Rs 87.44 Lac,(Carpet)
413990,Rohan Ekam,2 BHK 890 Sq. Ft. Apartment,890 Sq. Ft.,Rs 1.33 Cr,(Carpet)
413990,Rohan Ekam,2 BHK 987 Sq. Ft. Apartment,987 Sq. Ft.,Rs 1.48 Cr,(Carpet)
413990,Rohan Ekam,3 BHK 1306 Sq. Ft. Apartment,1306 Sq. Ft.,Rs 2.03 Cr,(Carpet)
413990,Rohan Ekam,3 BHK 1386 Sq. Ft. Apartment,1386 Sq. Ft.,Rs 2.07 Cr,(Carpet)
413990,Rohan Ekam,4 BHK 1840 Sq. Ft. Apartment,1840 Sq. Ft.,Rs 2.75 Cr,(Carpet)
413990,Rohan Ekam,4 BHK 2158 Sq. Ft. Apartment,2158 Sq. Ft.,Rs 3.38 Cr,(Carpet)
1363,Kolte Patil Life Republic,1 BHK 367 Sq. Ft. Apartment,367 Sq. Ft.,Rs 29.37 L,(Carpet)
1363,Kolte Patil Life Republic,1 BHK 422 Sq. Ft. Apartment,422 Sq. Ft.,Rs 33.77 L,(Carpet)
1363,Kolte Patil Life Republic,1 BHK 414 Sq. Ft. Apartment,414 Sq. Ft.,Rs 33.13 L,(Carpet)
1363,Kolte Patil Life Republic,2 BHK 543 Sq. Ft. Apartment,543 Sq. Ft.,Rs 43.46 L,(Carpet)
1363,Kolte Patil Life Republic,3 BHK 822 Sq. Ft. Apartment,822 Sq. Ft.,Rs 65.79 L,(Carpet)
1363,Kolte Patil Life Republic,3 BHK 1122 Sq. Ft. Apartment,1122 Sq. Ft.,Rs 89.80 L,(Carpet)
1363,Kolte Patil Life Republic,276 Sq. Ft. Retail Shop,276 Sq. Ft.,Rs 22.09 L,(Carpet)
412967,VTP Dolce Vita,1 BHK 465 Sq. Ft. Apartment,465 Sq. Ft.,Rs 55.35 Lac,(Carpet)
412967,VTP Dolce Vita,2 BHK 756 Sq. Ft. Apartment,756 Sq. Ft.,Rs 90.00 Lac,(Carpet)
412967,VTP Dolce Vita,2 BHK 850 Sq. Ft. Apartment,850 Sq. Ft.,Rs 1.01 Cr,(Carpet)
412967,VTP Dolce Vita,3 BHK 928 Sq. Ft. Apartment,928 Sq. Ft.,Rs 1.11 Cr,(Carpet)
412967,VTP Dolce Vita,3 BHK 1457 Sq. Ft. Apartment,1457 Sq. Ft.,Rs 1.77 Cr,(Carpet)
180629,VTP Bhagyasthan,1 BHK 257 Sq. Ft. Apartment,257 Sq. Ft.,Rs 18.91 Lac,(Carpet)
180629,VTP Bhagyasthan,1 BHK 265 Sq. Ft. Apartment,265 Sq. Ft.,Rs 19.50 Lac,(Carpet)
180629,VTP Bhagyasthan,2 BHK 338 Sq. Ft. Apartment,338 Sq. Ft.,Rs 24.63 Lac,(Carpet)
180629,VTP Bhagyasthan,2 BHK 405 Sq. Ft. Apartment,405 Sq. Ft.,Rs 29.51 Lac,(Carpet)
180629,VTP Bhagyasthan,224 Sq. Ft. Studio,224 Sq. Ft.,Rs 14.64 Lac,(Carpet)
81486,Bhandari 7 Plumeria Drive,2 BHK 600 Sq. Ft. Apartment,600 Sq. Ft.,Rs 70.22 L,(Carpet)
81486,Bhandari 7 Plumeria Drive,2 BHK 607 Sq. Ft. Apartment,607 Sq. Ft.,Rs 71.04 L,(Carpet)
81486,Bhandari 7 Plumeria Drive,2 BHK 673 Sq. Ft. Apartment,673 Sq. Ft.,Rs 78.76 L,(Carpet)
81486,Bhandari 7 Plumeria Drive,3 BHK 860 Sq. Ft. Apartment,860 Sq. Ft.,Rs 1.00 Cr,(Carpet)
81486,Bhandari 7 Plumeria Drive,3 BHK 1461 Sq. Ft. Apartment,1461 Sq. Ft.,Rs 1.70 Cr,(Carpet)
81486,Bhandari 7 Plumeria Drive,4 BHK 1664 Sq. Ft. Apartment,1664 Sq. Ft.,Rs 1.94 Cr,(Carpet)
