XID,Project Name,Unit Type,Area,Price,Area Type
334919,GP Aditya,3 BHK 1895 Sq. Ft. Apartment,1895 Sq. Ft.,Rs 2.25 Cr,(Saleable)
306817,Concorde Hill Crest,4000 Sq. Ft. Plot,4000 Sq. Ft.,Rs 1.20 Cr,(Saleable)
306817,Concorde Hill Crest,1500 Sq. Ft. Plot,1500 Sq. Ft.,Rs 45.00 Lac,(Saleable)
306817,Concorde Hill Crest,2400 Sq. Ft. Plot,2400 Sq. Ft.,Rs 72.00 Lac,(Saleable)
425506,Casagrand Amor,1 BHK 512 Sq. Ft. Apartment,337 Sq. Ft.,Rs 33.53 Lac,(Carpet)
425506,Casagrand Amor,1 BHK 521 Sq. Ft. Apartment,337 Sq. Ft.,Rs 34.12 Lac,(Carpet)
425506,Casagrand Amor,2 BHK 1159 Sq. Ft. Apartment,768 Sq. Ft.,Rs 75.90 Lac,(Carpet)
425506,Casagrand Amor,2 BHK 1433 Sq. Ft. Apartment,959 Sq. Ft.,Rs 93.85 Lac,(Carpet)
425506,Casagrand Amor,3 BHK 1471 Sq. Ft. Apartment,986 Sq. Ft.,Rs 96.34 Lac,(Carpet)
425506,Casagrand Amor,3 BHK 1999 Sq. Ft. Apartment,1338 Sq. Ft.,Rs 1.31 Cr,(Carpet)
11112,Shriram Sameeksha,1 BHK 700 Sq. Ft. Apartment,700 Sq. Ft.,Rs 28.10 Lac,(Saleable)
11112,Shriram Sameeksha,1 BHK 800 Sq. Ft. Apartment,800 Sq. Ft.,Rs 32.11 Lac,(Saleable)
11112,Shriram Sameeksha,2 BHK 827 Sq. Ft. Apartment,827 Sq. Ft.,Rs 33.19 Lac,(Saleable)
11112,Shriram Sameeksha,2 BHK 1010 Sq. Ft. Apartment,1010 Sq. Ft.,Rs 40.54 Lac,(Saleable)
11112,Shriram Sameeksha,2 BHK 1020 Sq. Ft. Apartment,1020 Sq. Ft.,Rs 40.94 Lac,(Saleable)
11112,Shriram Sameeksha,3 BHK 1134 Sq. Ft. Apartment,1134 Sq. Ft.,Rs 45.51 Lac,(Saleable)
11112,Shriram Sameeksha,3 BHK 1225 Sq. Ft. Apartment,1225 Sq. Ft.,Rs 49.17 Lac,(Saleable)
11112,Shriram Sameeksha,3 BHK 1260 Sq. Ft. Apartment,1260 Sq. Ft.,Rs 50.57 Lac,(Saleable)
11112,Shriram Sameeksha,3 BHK 1300 Sq. Ft. Apartment,1300 Sq. Ft.,Rs 52.18 Lac,(Saleable)
427907,Brigade Insignia,3 BHK 2145 Sq. Ft. Apartment,2145 Sq. Ft.,Rs 3.09 Cr,(Saleable)
427907,Brigade Insignia,3 BHK 2481 Sq. Ft. Apartment,2481 Sq. Ft.,Rs 3.57 Cr,(Saleable)
427907,Brigade Insignia,4 BHK 3114 Sq. Ft. Apartment,3114 Sq. Ft.,Rs 4.69 Cr,(Saleable)
427907,Brigade Insignia,5 BHK 4137 Sq. Ft. Apartment,4137 Sq. Ft.,Rs 6.49 Cr,(Saleable)
427907,Brigade Insignia,5 BHK 5827 Sq. Ft. Apartment,5827 Sq. Ft.,Rs 9.18 Cr,(Saleable)
141819,Baldota Thumbprint Villas,3 BHK 1912 Sq. Ft. Villa,1912 Sq. Ft.,Rs 1.30 Cr,(Saleable)
141819,Baldota Thumbprint Villas,3 BHK 1518 Sq. Ft. Villa,1518 Sq. Ft.,Rs 1.04 Cr,(Saleable)
141819,Baldota Thumbprint Villas,4 BHK 2000 Sq. Ft. Villa,2000 Sq. Ft.,Rs 1.36 Cr,(Saleable)
141819,Baldota Thumbprint Villas,4 BHK 2778 Sq. Ft. Villa,2778 Sq. Ft.,Rs 1.89 Cr,(Saleable)
422868,DS Max Sky Samurai,2 BHK 1035 Sq. Ft. Apartment,1035 Sq. Ft.,Rs 68.31 Lac,(Saleable)
422868,DS Max Sky Samurai,2 BHK 1191 Sq. Ft. Apartment,1191 Sq. Ft.,Rs 78.61 Lac,(Saleable)
