XID,Name,URL,RERA,Address,Price,Builder,Amenities,Possession Status,Sizes,Launch Date,Project Size,Project Area,Avg. Price,Configurations
r418266,Iris,https://housing.com/in/buy/projects/page/310004-iris-by-srinidhi-projects-in-bachupally,P02200007134,"Bachupally, North Hyderabad, Hyderabad",68.4 L - 94.05 L,BySrinidhi Projects,"Reflexology Park, Swimming Pool, Skating Rink, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Table Tennis, Mini Theatre, Gymnasium, Car Parking, 24X7 Water Supply","Jul, 2026",1200 - 1650 sq.ft.,"Oct, 2023",1 Building - 60 units,0.96 Acres,5.7 K/sq.ft,"2, 3 BHK Apartments"
r390105,Urrban League Riverscape,https://housing.com/in/buy/projects/page/283156-urrban-league-riverscape-by-urrban-league-in-bandlaguda-jagir,P02400004424,"Sr No 17/EE, Besides Bhavani Colony, Bandlaguda Jagir, West Hyderabad, Hyderabad",4.38 Cr - 6.53 Cr,ByUrrban League,"Cricket Pitch, Volleyball Court, Gazebo, Spa, Vastu Compliant, 24X7 Water Supply, Car Parking, Street Lighting, Senior Citizen Siteout, Indoor Games, Business Center","Mar, 2028",3255 - 6000 sq.ft.,"May, 2022",,21.78760272 Acres,10.88 K -13.46 K/sq.ft,"3, 4, 5, 6 BHK Villas"
r437026,Lambodaras D Square City,https://housing.com/buy-lambodaras-d-square-city-by-lambodara-property-developers-in-saravanampatty-coimbatore-pid-337141,Rera Not Applicable,"Saravanampatti, Coimbatore",16.88 L - 1.23 Cr,ByLambodara Property Developers,"Children's Play Area, Street Lighting, Gated Community, Indoor Games, Landscaping & Tree Planting, Badminton Court, 24x7 CCTV Surveillance, Gymnasium",Ready to Move,435 - 3163 sq.ft.,"Sep, 2024",54 units,,3.88 K/sq.ft,"Residential Plot, 2, 3 BHK Villas"
r434859,A C Bel Air,https://housing.com/buy-a-c-bel-air-by-a-c-jain-builders-and-developers-llp-in-deolali-gaon-nashik-pid-327336,P51600077025,"Deolali, Nashik",Price on Request,ByA. C. Jain Builders and Developers LLP,"24X7 Water Supply, Recreation Facilities, Street Lighting, Solid Waste Management And Disposal, Landscaping & Tree Planting, Internal Roads & Footpaths, Water Conservation, Rain water Harvesting, Energy management, Electrical meter Room, Fire Fighting System, Sewage Treatment Plant","Dec, 2030",1135 - 1589 sq.ft.,"Jul, 2024",2 Buildings - 172 units,1.9982 Acres,Price on request,"3, 4 BHK Apartments"
r437301,Sakura Blossom,https://housing.com/in/buy/projects/page/332667-sakura-blossom-by-madhu-kumar-b-s-in-cheemasandra,PRM/KA/RERA/1251/446/PR/191024/007155,"Cheemasandra, Bangalore",Price on Request,ByMadhu Kumar B S,"Solid Waste Management And Disposal, Lift(s), Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, 24x7 CCTV Surveillance, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Closed Car Parking, 24X7 Water Supply, Street Lighting, Storm Water Drains","Jul, 2027",697 - 1024 sq.ft.,"Oct, 2024",2 Buildings - 56 units,1.049 Acres,Price on request,"2, 3 BHK Apartments"
r390015,Vrindavan Phase 3,https://housing.com/buy-vrindavan-phase-3-by-radha-madhav-developers-in-jamtha-nagpur-maharashtra-pid-275188,P50500034267,"111 Acre Township Vrindavan Marg, Behind VCA Stadium, Jamtha, Wardha Road, Nagpur",26.44 L - 2.23 Cr,ByRadha Madhav Developers,"Cricket Pitch, Volleyball Court, Tennis Court, Spa, Skating Rink, Swimming Pool, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Jogging Track, Street Lighting",Possession Started,1098 - 9258 sq.ft.,,578 units,59 Acres,2.41 K/sq.ft,Residential Plots
r413870,Pyramid Gloria,https://housing.com/buy-pyramid-gloria-by-pyramid-tajshree-llp-in-besa-nagpur-maharashtra-pid-304185,P50500052196,"Besa, Wardha Road, Nagpur",42.0 L - 54.6 L,ByPyramid Tajshree Llp,"Children's Play Area, Recreation Facilities, Solid Waste Management And Disposal, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Electrification(Transformer, Solar Energy etc), Community Buildings, Closed Car Parking, 24X7 Water Supply","Dec, 2025",1050 - 1365 sq.ft.,"Jul, 2023",3 Buildings - 128 units,2.75 Acres,4 K/sq.ft,"2, 3 BHK Apartments"
r352,BPTP Parklands Pride,https://housing.com/in/buy/projects/page/44580-bptp-parklands-pride-by-bptp-limited-in-sector-77,HRERA-PKL-FBD-272-2021,"Sector 77, Faridabad",71.0 L - 1.22 Cr,ByBPTP Limited,"Waiting Lounge, Cricket Pitch, Changing Room, Swimming Pool, Fountains, Vastu Compliant, Table Tennis, Mini Theatre, Gymnasium, Kid's Pool, Fire Fighting System",Ready to Move,1050 - 1803 sq.ft.,"Apr, 2011",660 units,,6.76 K/sq.ft,"3, 4 BHK Apartments"
r871,Ireo Victory Valley,https://housing.com/in/buy/projects/page/1653-ireo-victory-valley-by-ireo-in-sector-67,Rera Not Applicable,"Sector 67, Golf Course Extension Road, Gurgaon",2.58 Cr - 12.39 Cr,ByIreo,"Amphitheater, Cricket Pitch, Spa, Fountains, Table Tennis, Kid's Pool, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Indoor Games",Ready to Move,1435 - 6900 sq.ft.,"May, 2010",30 Buildings - 868 units,25 Acres,17.96 K/sq.ft,"2, 3, 4, 4.5 BHK Apartments"
r402643,DTC Sojon,https://housing.com/buy-dtc-sojon-by-dtc-projects-pvt-ltd-in-joka-kolkata-pid-292730,Rera Not Applicable,"Joka, Kolkata",48.0 L - 83.0 L,ByDTC Projects Pvt. Ltd.,"Natural Pond, Waiting Lounge, Cricket Pitch, Reflexology Park, Spa, Swimming Pool, Skating Rink, Fountains, Landscaping & Tree Planting, Table Tennis, Mini Theatre","Dec, 2026",880 - 1460 sq.ft.,,4 Buildings - 162 units,10 Acres,5.57 K/sq.ft,"2, 3 BHK Apartments"
r431559,Silverglades Legacy,https://housing.com/in/buy/projects/page/325967-silverglades-legacy-by-silverglades-group-in-sector-63,GGM/861/593/2024/88,"Sector 63A, Golf Course Extension Road, Gurgaon",6.44 Cr - 17.71 Cr,BySilverglades Group,"Children's Play Area, Partial Power Backup, Amphitheater, Entrance Lobby, Yoga / Meditation Area, Cricket Pitch, Tennis Court, Sauna Bath, Sports Area, Spa, Swimming Pool","May, 2031",2800 - 7700 sq.ft.,"Sep, 2024",5 Buildings - 410 units,9.95 Acres,23 K/sq.ft,"3, 4, 5 BHK Penthouse,Apartments"
r429359,Tulive Grandeeza,https://housing.com/in/buy/projects/page/331847-tulive-grandeeza-by-tulive-gk-shetty-in-koyambedu,TN/29/BUILDING/0399/2024,"Padikuppam Main Rd, Padi Kuppam, Koyambedu, Chennai west, Chennai",1.95 Cr - 4.0 Cr,ByTulive GK Shetty,"Children's Play Area, Closed Car Parking, 24X7 Water Supply, Multipurpose Room, Gated Community, Indoor Games, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, Gymnasium, Power Backup","Oct, 2025",1394 - 2854 sq.ft.,"Oct, 2024",1 Building - 58 units,0.81 Acres,14 K/sq.ft,"3, 5 BHK Apartments"
r344265,Sunshine Phase 2,https://housing.com/buy-sunshine-phase-2-by-shriram-properties-in-uttarpara-kolkata-pid-268620,WBRERA/P/HOO/2023/000092,"Uttarpara Kotrung, Uttarpara Kotrung, Hooghly",28.19 L - 38.42 L,ByShriram Properties,"Cricket Pitch, Tennis Court, Garbage Disposal, Reflexology Park, Swimming Pool, Skating Rink, Pet Grooming, Landscaping & Tree Planting, Table Tennis, Fire Fighting System, Gymnasium","Dec, 2028",630 - 840 sq.ft.,"Apr, 2023",4 Buildings - 912 units,314 Acres,4.52 K/sq.ft,"2, 3 BHK Apartments"
r386817,Shevi Utopia Gold,https://housing.com/in/buy/projects/page/272316-shevi-utopia-gold-by-shevi-group-in-moshi,P52100033254,"Borhadewadi, Moshi, Pimpri Chinchwad, Pune",48.78 L,ByShevi Group,"Waiting Lounge, Tennis Court, Swimming Pool, Fountains, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Kid's Pool, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Community Buildings","Dec, 2024",665 - 707 sq.ft.,"Feb, 2022",4 Buildings - 512 units,2.5 Acres,Price on request,2 BHK Apartment
r427302,Ratnam Opal,https://housing.com/buy-ratnam-opal-by-ratnam-developers-ahmedabad-in-chandkheda-ahmedabad-pid-332131,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14293/211024/311228,"Near Aryman Glory, Behind The Cbd, S P Ring Road, Tragad, North West, Ahmedabad",32.51 L,ByRatnam Developers Ahmedabad,"Solid Waste Management And Disposal, Letter Box, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Fire Fighting System, Community Buildings, 24X7 Water Supply, Street Lighting, Storm Water Drains, Internal Roads & Footpaths, 24x7 Security","Dec, 2028",860 sq.ft.,"Aug, 2024",1 Building - 102 units,0.705 Acres,3.78 K/sq.ft,3 BHK Apartment
r411500,Shapoorji Pallonji The Odyssey 1Amenities,https://housing.com/in/buy/projects/page/299572-shapoorji-pallonji-the-odyssey-1-by-shapoorji-pallonji-real-estate-in-girgaon/amenities,N/A,"Harishchandra Goregaonkar Marg, Girgaon, Mumbai South , Mumbai",Price on Request,ByShapoorji Pallonji Real Estate,N/A,"Jun, 2024",337 - 495 sq.ft.,"Jan, 2019",1 Building - 183 units,,11.87 K - 13.13 K/sq.ft,"1, 2 BHK Apartments"
r322869,AND ROSE,https://housing.com/in/buy/projects/page/130112-and-rose-by-anantnath-developers-in-agasan-village,P51700019146,"Near Agasan Railway Phatak, Diva, Beyond Thane, Agason",40.0 L - 65.0 L,ByANANTNATH DEVELOPERS,"Swimming Pool, Landscaping & Tree Planting, Valet Parking, Water Conservation, Rain water Harvesting, Gymnasium, Fire Fighting System, Closed Car Parking, 24X7 Water Supply, Multipurpose Room, Street Lighting, Indoor Games","Dec, 2031",1302 - 2059 sq.ft.,"Apr, 2024",2 Buildings,5.2 Acres (50% open),16.64 K/sq.ft,"3, 4 BHK Apartments"
r426337,Malpani Soul Strings,https://housing.com/in/buy/projects/page/326531-malpani-soul-strings-by-malpani-estates-in-pashan,"P52100055678, P52100076782","Pashan, Baner-Pashan Link Road, Pune",2.19 Cr - 3.39 Cr,ByMalpani Estates,"Waiting Lounge, Amphitheater, Reflexology Park, Swimming Pool, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Mini Theatre, Fire Fighting System, Community Buildings, Closed Car Parking, Car Parking","Jun, 2029",1165 - 1560 sq.ft.,"Sep, 2023",1 Building - 120 units,5 Acres,4.39 K/sq.ft,"2, 2.5, 3 BHK Apartments"
r345843,Leverage Green Woods Unity C Grand,https://housing.com/buy-leverage-green-woods-unity-c-grand-by-leverage-group-in-besa-nagpur-maharashtra-pid-302414,P50500051810,"Besa, Besa Pipla Road, Wardha Road, Nagpur",50.1 L - 70.01 L,ByLeverage Group,"Basketball Court, Swimming Pool, Party Hall, Lift(s), EV Charging Point, Table Tennis, Fire Fighting System, Gymnasium, Club House","Feb, 2020",1173 - 7050 sq.ft.,"Jul, 2018",372 units,36 Acres,833/sq.ft,Residential Plots
r329969,Swarga Seema Sirula Seema 1,https://housing.com/in/buy/projects/page/202029-swarga-seema-sirula-seema-1-by-swarga-seema-sandalwood-farms-pvt-ltd-in-burgul,P02400000616,"Burgula, Hyderabad",9.77 L - 58.73 L,BySwarga Seema Sandalwood Farms Pvt Ltd,"Community Buildings, 24X7 Water Supply, Open Car Parking, Recreation Facilities, Internal Roads & Footpaths, Energy management","Sep, 2023",1147 - 1331 sq.ft.,"May, 2021",1 Building - 24 units,,4.95 K/sq.ft,3 BHK Apartment
r390243,KCB Solace,https://housing.com/buy-kcb-solace-by-kcb-realty-in-new-town-kolkata-pid-262269,Rera Not Applicable,"Action Area 2, New Town, Kolkata",57.35 L - 65.2 L,ByKCB Realty,"Children's Play Area, Bar/Chill-out Lounge, Swimming Pool, Lift(s), Landscaping & Tree Planting, Terrace Garden, 24x7 CCTV Surveillance, Gymnasium, Sun Deck, Car Parking, 24X7 Water Supply","Mar, 2029",1215 - 2325 sq.ft.,"Apr, 2023",4 Buildings - 884 units,6 Acres,7.2 K/sq.ft,"2, 3 BHK Apartments"
r407293,Primark Narenn Primark Inspira,https://housing.com/in/buy/projects/page/306459-primark-narenn-primark-inspira-by-primark-developers-in-miyapur,P02400006151,"S.No. 206/1/AA, Miyapur, North Hyderabad, Hyderabad",87.48 L - 1.67 Cr,ByPrimark Developers,"Amphitheater, Cricket Pitch, Volleyball Court, Spa, Skating Rink, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Mini Theatre, Gymnasium, Electrification(Transformer, Solar Energy etc), Car Parking","Dec, 2028",586 - 1415 sq.ft.,"Oct, 2023",3 Buildings - 306 units,5.49 Acres (65% open),11.31 K -12.29 K/sq.ft,"2, 2.5, 3, 4 BHK Apartments"
r416812,Serena,https://housing.com/buy-serena-by-siddha-group-in-new-town-kolkata-pid-308710,"WBRERA/P/NOR/2023/000638, WBRERA/P/NOR/2024/001015","Near DPS Mega city, Eco Space, New Town, Mahammadpur",72.0 L - 1.6 Cr,BySiddha Group,"Sauna Bath, Spa, Solar Lighting, Swimming Pool, Landscaping & Tree Planting, Table Tennis, Mini Theatre, Gymnasium, Kid's Pool, Fire Fighting System, 24X7 Water Supply","Dec, 2026",710 - 1113 sq.ft.,"Mar, 2023",3 Buildings - 179 units,1.32 Acres (70% open),6.74 K - 7.17 K/sq.ft,"2, 2.5, 3 BHK Apartments"
r407622,Airport Sky City,https://housing.com/buy-airport-sky-city-by-jupiter-developers-in-nimta-kolkata-pid-295792,WBRERA/P/NOR/2023/000021,"289, Rabindra Sarani (On belghoria Expressway), Nimta, North Dumdum, Kolkata",47.83 L - 79.78 L,ByJupiter Developers,"Children's Play Area, Partial Power Backup, Garbage Disposal, Swimming Pool, Fire Sprinklers, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, Fire Fighting System, 24X7 Water Supply, Jogging Track","Jun, 2026",576 - 818 sq.ft.,"Aug, 2021",1 Building - 216 units,1.63 Acres (70% open),10.07 K - 11 K/sq.ft,"2, 3 BHK Apartments"
r379731,Loharuka Green Heights 2,https://housing.com/buy-loharuka-green-heights-2-by-loharuka-group-in-rajarhat-kolkata-pid-276491,HIRA/P/NOR/2021/001280,"Rajarhat Main Road, Near Hotel Majestic, Rajarhat, East Kolkata, Kolkata",58.0 L - 90.0 L,ByLoharuka Group,"Amphitheater, Reading Lounge, Sauna Bath, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Table Tennis, Gymnasium, Fire Fighting System, Water Softner Plant","Sep, 2026",903 - 1188 sq.ft.,"Dec, 2023",1 Building,0.35 Acres,4.3 K/sq.ft,"2, 3 BHK Apartments"
r421695,Sunniva Legacy,https://housing.com/buy-sunniva-legacy-by-sunniva-realty-in-kamalgazi-kolkata-pid-312914,WBRERA/P/SOU/2023/000906,"Holding (Plot) No. 8085/22-23 Ramchandrapur, Pubali Garden, Panchayat Road, Sonarpur, South Kolkata, Kolkata",38.83 L - 51.08 L,BySunniva Realty,"Car Parking, Multipurpose Hall, Senior Citizen Siteout, Lift(s)","Dec, 2026",768 - 1231 sq.ft.,"May, 2023",1 Building - 69 units,0.86 Acres,39.09 K/sq.ft,"2, 3 BHK Apartments"
r402373,One Meraki Wing C And Wing D,https://housing.com/in/buy/projects/page/298396-one-meraki-wing-c-and-wing-d-by-meraki-habitats-llp-in-chembur,P51800050796,"VN Purav Marg, Chembur, Mumbai Harbour, Mumbai",2.98 Cr - 4.84 Cr,ByMeraki Habitats LLP,"Waiting Lounge, Amphitheater, Sub-Station, Spa, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Footpaths/Pedestrian, Business Suites, Community Buildings","Dec, 2026",1550 - 2660 sq.ft.,"Apr, 2023",3 Buildings - 744 units,4.7 Acres (73% open),7 K/sq.ft,3 BHK Apartment
r407338,Levonor Egeira,https://housing.com/in/buy/projects/page/299072-levonor-egeira-by-levonor-lifespaces-in-nagulapalli,P01100005935,"Telapur, Kollur, West Hyderabad, Hyderabad",1.09 Cr - 1.86 Cr,ByLevonor Lifespaces,"Waiting Lounge, Amphitheater, Sauna Bath, Spa, Swimming Pool, Skating Rink, Vastu Compliant, Landscaping & Tree Planting, Mini Theatre, Gymnasium, Fire Fighting System",Under Construction,599 - 1029 sq.ft.,"Jun, 2023",2 Buildings - 36 units,0.26 Acres,Price on request,"2, 3 BHK Apartments"
r412704,Green View Residency,https://housing.com/buy-green-view-residency-by-nimisha-mukherjee-developer-in-narendrapur-kolkata-pid-303923,WBRERA/P/SOU/2023/000179,"3666, Kusumba, Rajpur Sonarpur, South Kolkata, Kolkata",30.66 L - 52.67 L,ByNimisha Mukherjee Developer,"Children's Play Area, Yoga / Meditation Area, Lift(s), Landscaping & Tree Planting, Footpaths/Pedestrian, 24x7 CCTV Surveillance, Gymnasium, Car Parking, 24X7 Water Supply, Community Hall, Gated Community","Oct, 2025",1000 - 1200 sq.ft.,"May, 2024",230 units,,3.5 K/sq.ft,Residential Plots
r432596,Dev Bhumi,https://housing.com/buy-dev-bhumi-by-sonali-realty-in-manglia-indore-pid-330764,P-IND-24-5035,"Talawali Chanda, Mangalaya Sadak, Dhabali, AB Bypass Road, Manglaya Sadak",35.0 L - 42.0 L,BySonali Realty,"Children's Play Area, Recreation Facilities, Gazebo, Solid Waste Management And Disposal, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, 24x7 CCTV Surveillance, Gymnasium, Electrification(Transformer, Solar Energy etc), Community Buildings, Closed Car Parking","Aug, 2029",585 - 1255 sq.ft.,"Nov, 2023",2 Buildings - 260 units,2.02 Acres,30.17 K -32.36 K/sq.ft,"2, 3 BHK Apartments"
r418615,Edmont Aurelia,https://housing.com/in/buy/projects/page/310525-edmont-aurelia-by-ashwin-sheth-group-in-kandivali-west,P51800053546,"Kasturba Cross Rd, Sai Nagar, Tulaskar Wadi, Kandivali West, Western Suburbs, Mumbai",1.89 Cr - 3.79 Cr,ByAshwin Sheth Group,"Amphitheater, Cricket Pitch, Swimming Pool, Landscaping & Tree Planting, Table Tennis, Water Conservation, Rain water Harvesting, Mini Theatre, Kid's Pool, Gymnasium, Fire Fighting System, Community Buildings",Ready to Move,297 - 1440 sq.ft.,"Apr, 2021",480 units,0.36 Acres,1.1 K -2.66 K/sq.ft,"Residential Plot, 1, 2, 3 BHK Apartments"
r380138,Ujaan Nagar,https://housing.com/buy-ujaan-nagar-by-srisai-home-developers-pvt-ltd-in-new-town-kolkata-pid-256610,WBRERA/P/NOR/2023/000597,"Rajarhat, New Town, Kolkata",7.9 L - 15.8 L,BySrisai Home Developers Pvt Ltd,"Children's Play Area, Restaurant, 24X7 Water Supply, Community Hall, Swimming Pool, Shopping Mall, ATM, Landscaping & Tree Planting, Rain Water Harvesting, Power Backup, Gymnasium","Oct, 2028",752 - 3431 sq.ft.,"Nov, 2023",13 Buildings - 4583 units,31.14 Acres,8.28 K/sq.ft,"1, 1.5, 2, 2.5, 3, 3.5, 4 BHK Apartments"
r415092,The Prestige City Hyderabad Apartments,https://housing.com/in/buy/projects/page/309852-the-prestige-city-hyderabad-apartments-by-prestige-groups-in-umdanagar,P02400007209,"Premavathi Pet, West Hyderabad, Hyderabad",62.24 L - 2.84 Cr,ByPrestige Groups,"Spa, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Mini Theatre, Kid's Pool, Gymnasium, Medical Store/Pharmacy, Community Buildings, Closed Car Parking","Jun, 2025",1157 - 1722 sq.ft.,"Jan, 2023",1 Building - 31 units,1 Acres,5 K/sq.ft,"2, 3 BHK Apartments"
r424046,Vishan s Castle,https://housing.com/in/buy/projects/page/289956-vishan-s-castle-by-b-s-infra-in-meerpet,P02400005491,"Santionos Global School, Nandi Hills, Meerpet, South Hyderabad, Hyderabad",57.85 L - 86.1 L,ByB S Infra,"Children's Play Area, Closed Car Parking, 24X7 Water Supply, Car Parking, Gated Community, Lift(s), Water Conservation, Rain water Harvesting, Badminton Court, 24x7 CCTV Surveillance","Mar, 2028",760 - 1435 sq.ft.,"May, 2023",3 Buildings - 251 units,3.62 Acres,8.25 K/sq.ft,"2, 3, 4 BHK Apartments"
r423416,Sree Urban Orchids Phase II,https://housing.com/in/buy/projects/page/299465-sree-urban-orchids-phase-ii-by-sree-builders-developers-in-panathur,PRM/KA/RERA/1251/446/PR/160523/005939,"Panathur, Bangalore East , Bangalore",62.7 L - 1.18 Cr,BySree Builders & Developers,"Amphitheater, Volleyball Court, Swimming Pool, Skating Rink, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Fire Fighting System, Gymnasium, Kid's Pool, Electrification(Transformer, Solar Energy etc)",Ready to Move,1830 sq.ft.,"Dec, 2021",14 Buildings - 331 units,1 Acres (20% open),3.83 K/sq.ft,3 BHK Penthouse
r178183,Aditya Orbit,https://housing.com/buy-aditya-orbit-by-aditya-group-in-waghodia-road-vadodara-pid-212828,PR/GJ/VADODARA/VADODARA/Others/MAA03285/A1M/020221,"Opp Aditya Royal Party Plot, Gurukul Char Rasta, Waghodia- Dabhoi Ring Road, Waghodia Road, Vadodara",70.0 L,ByAditya Group,"Children's Play Area, Lift(s), Landscaping & Tree Planting, Fire Fighting System, 24X7 Water Supply, Closed Car Parking, Car Parking, Street Lighting, Gated Community, Rain Water Harvesting, 24x7 Security",Ready to Move,456 - 2360 sq.ft.,"Jul, 2019",63 units,70 Acres,1.7 K/sq.ft,Residential Plots
r7754,Pyramid Arlington County Phase IV,https://housing.com/in/buy/projects/page/201857-pyramid-arlington-county-phase-iv-by-pyramid-ventures-in-thandalam,TN/01/Layout/0093/2019,"Mevalurkuppam, Thandalam (Behind Saveetha Medical College), Chennai West, Chennai west, Chennai",7.75 L - 40.1 L,ByPyramid Ventures,"Children's Play Area, Car Parking, 24X7 Water Supply, Gated Community, Landscaping & Tree Planting, 24x7 CCTV Surveillance, Power Backup",Ready to Move,1057 - 1446 sq.ft.,"Nov, 2023",2 Buildings - 16 units,0.1 Acres,6.3 K/sq.ft,"2, 3 BHK Apartments"
